Mature_Name	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15
miR-125b-5p	132984	48130	49994	222390	56827	233638	48326	51102	539296	115734	603021	621429	207893	123003	38687
miR-517b-3p	343539	635897	431	135460	550516	151558	526	487929	446	283012	418	520	138845	298919	415
miR-517a-3p	343538	635897	431	135460	550515	151558	526	487928	446	283013	418	520	138845	298919	415
let-7g-5p	158005	84440	119922	231764	74209	258296	158061	64009	258862	179635	247643	303337	245517	175713	145084
miR-101-3p	137568	147938	93032	157731	184500	167533	85881	151386	238376	157853	216554	278819	163672	154041	79565
miR-30d-5p	155275	237658	67696	141521	271594	155615	78235	227141	149732	178564	130297	160083	153161	187441	71995
miR-199a-3p	211046	344338	87902	121566	341043	133294	97943	289221	7494	216736	7910	8402	122074	223142	87949
miR-27a-3p	224871	350417	21606	112051	410693	121324	24227	365442	21772	205299	20001	22022	115807	216038	21317
miR-103a-3p	148332	139977	50268	149810	158765	160435	46282	140060	217689	141266	220554	241869	142978	136669	41428
miR-30a-5p	140411	234695	36142	110320	254569	122258	40088	211360	98733	158531	88072	106514	113781	156904	38183
miR-192-5p	71727	7171	365856	94836	7695	105638	453403	6080	17505	94524	14312	19504	112131	96702	413714
miR-451a	185719	327043	5497	87342	285890	99083	6542	257471	28127	159442	26775	28223	87418	161370	5840
miR-516a-5p	196962	365503	236	77889	302733	86184	200	292796	266	172678	220	282	71628	153434	210
miR-22-3p	116377	108063	146653	93571	99784	106738	191016	81895	56461	104490	53197	54284	101344	112289	165069
let-7i-5p	79918	54337	27953	125436	49364	138316	38950	39952	154475	97812	145675	182204	137502	96445	34171
miR-99b-5p	79474	102160	8225	90213	118405	99358	8962	90555	150123	96592	131829	164135	102208	102596	7361
miR-124-3p	99414	159	198	133592	183	144447	198	204	220865	71994	240860	209637	119811	71941	165
miR-125a-5p	67507	53394	13984	94024	53265	101263	16553	47050	173869	65398	210645	219831	92145	66927	12362
miR-7-5p	57488	13727	5131	118655	13123	132292	8101	9202	185588	79393	166234	218400	140121	73984	6395
miR-199b-3p	105365	171908	43890	60681	170211	66537	48920	144325	3740	108215	3950	4198	60953	111398	43928
miR-512-3p	116530	198788	122	50500	199262	54602	158	176208	160	102066	110	118	52004	105700	156
miR-26b-5p	88619	135898	24883	57164	127013	65945	29281	112963	29516	81808	32232	32854	58205	82811	28517
let-7b-5p	61564	17201	17786	90062	15903	99176	23388	13169	123989	58794	120992	130060	94410	61039	20423
miR-30c-5p	54186	44967	48393	58473	45754	63882	52267	43502	97292	45436	107435	129415	57428	46443	46448
miR-92a-3p	62857	54533	70288	57554	50362	62003	90235	44764	51135	60372	49464	56028	59411	61426	81296
miR-199a-5p	91671	125305	38186	45855	128891	51937	38265	122099	2632	81581	2620	2988	45646	78040	34910
miR-218-5p	41241	17774	1009	65143	17813	71604	1188	14619	112853	42288	107051	122873	70254	41527	1113
miR-191-5p	52762	51429	25522	48839	49613	54249	29568	44276	58076	46568	55776	59554	49070	47791	25528
miR-181b-5p	35666	14041	2169	60791	13686	64692	2284	11492	119245	33846	116358	121748	62213	35977	1957
miR-381-3p	45120	60109	1982	47387	54123	55016	2820	41912	60865	50792	52011	67453	56430	52365	2606
miR-378a-3p	27872	24373	74283	30130	32361	33057	86287	21660	19347	37652	15684	21493	36514	40447	70601
miR-29a-3p	46598	37173	10998	42608	35410	46808	12197	33415	53858	35599	57069	58109	40813	35706	11433
miR-146b-5p	24862	11328	76742	29974	11988	31946	97329	8834	17000	30628	15039	18341	34301	33963	80128
miR-519d-3p	53722	118422	100	17350	107846	19818	126	93852	111	43311	81	117	18038	45232	94
miR-23a-3p	47708	69817	7050	25774	75146	28010	6447	73211	6500	42964	6648	7456	24900	41322	6071
miR-423-3p	23396	17474	15406	34966	16811	39987	18895	13423	59299	26228	53904	62138	39769	27767	17136
miR-9-3p	28217	310	66	45213	307	50143	96	269	81259	22114	84505	85279	45027	23495	65
miR-1323	54746	86780	62	27417	73557	29526	93	67394	58	49639	56	94	27063	48952	64
miR-200c-3p	42189	77976	546	21475	93842	22932	484	78020	180	43346	194	211	23132	46146	462
miR-127-3p	20950	18062	1765	33330	16571	36397	2260	13639	63279	24391	58946	75619	36657	25012	1955
miR-23b-3p	31824	33063	23823	26147	33298	29003	24752	30760	24656	29178	25287	29047	26423	29098	23056
miR-140-3p	22769	24849	6355	28308	30343	31615	6127	24859	48845	27502	44010	56985	30220	26988	5590
let-7c-5p	23343	7549	12479	35580	7370	38602	16503	5779	45131	24480	43754	49130	37779	25448	14672
miR-194-5p	30534	3052	83274	23469	3408	24274	70757	3708	3896	22963	4599	4839	20663	22198	63630
miR-30b-5p	39434	60244	4305	17775	53492	19628	5168	52696	6479	29534	7308	7194	16267	31018	4352
miR-340-5p	17475	7362	9634	29783	6771	33910	12114	5408	51216	19484	45463	53261	31517	19406	10602
miR-526b-5p	44003	65520	52	18808	58958	20133	68	57147	74	36136	61	104	16772	33226	53
miR-221-3p	34438	47552	1497	23664	39889	27142	1618	37864	15628	29591	18309	20627	21326	28525	1640
miR-519a-3p	40426	72907	36	15026	64118	17682	38	56038	60	31836	50	64	16330	33854	26
miR-30e-5p	25242	21728	15425	24585	19221	28216	19043	17336	30743	22601	28105	28900	24330	22974	17791
miR-320a	22033	26046	9565	22899	28975	23784	9816	24028	29349	23489	27735	30068	25088	24343	8485
miR-129-5p	10658	84	58	27926	78	32959	98	68	67849	15380	56297	71655	34268	16096	92
miR-517c-3p	39744	70890	35	14069	60439	15732	63	55977	44	29411	43	59	13778	30516	38
miR-139-5p	12564	3097	6755	25144	3108	28725	7904	2642	56935	13289	53647	58804	28985	14174	6814
miR-10a-5p	16564	16224	48470	16278	17484	18098	58368	13761	1260	20806	1164	1446	18584	22117	50886
miR-1283	38442	61164	46	16593	55385	18674	66	49912	85	31417	74	108	16464	32833	58
miR-151a-3p	12765	13120	10833	20028	16254	22376	11453	11942	38433	18371	32435	43144	24776	19598	10339
miR-486-5p	23129	31192	743	19998	35957	21401	686	30000	22408	24217	21676	26466	20231	23552	576
miR-219a-2-3p	15209	19	34	30330	39	32475	50	38	50412	15971	45799	56010	33625	16409	54
let-7e-5p	20882	20895	2497	22731	18657	25057	3153	15663	27662	20714	26110	29372	24431	20758	2580
miR-148b-3p	20697	28442	7983	17820	26419	19865	10699	23495	14656	22395	15559	19129	18366	21981	8209
miR-522-3p	31571	50996	37	15451	46061	16673	31	38008	98	28188	106	93	17420	30827	25
miR-411-5p	17508	20120	1637	17567	24622	19216	1597	21610	30634	18275	28230	34217	19430	18899	1324
miR-16-5p	26466	30638	6368	15940	31303	17601	5596	32389	16394	18523	17519	17185	14258	17437	5247
miR-370-3p	11220	6769	685	21270	6496	24259	1047	5047	43301	14078	35474	44702	27650	15163	858
miR-519a-5p	29578	48005	37	13049	44925	14397	56	39901	65	26403	53	81	13092	26879	52
miR-136-3p	24913	41606	793	14832	33872	17546	1094	29785	8888	23827	8414	10027	15002	22650	982
miR-518b	24954	45676	39	12694	41157	14772	64	32646	52	25881	38	66	14053	26673	38
miR-519b-5p	27455	44121	35	12019	41216	13186	54	36860	49	24106	40	71	11982	24454	49
miR-523-5p	27444	44094	35	12013	41200	13177	54	36839	49	24094	40	71	11975	24442	49
miR-519c-5p	27442	44095	35	12011	41199	13177	54	36837	49	24093	40	71	11975	24442	49
miR-522-5p	27440	44088	35	12011	41199	13177	54	36831	49	24091	40	71	11975	24441	49
miR-518e-5p	27426	44063	35	12003	41138	13167	54	36786	49	24073	40	71	11962	24413	49
miR-424-5p	23036	43173	821	7253	49652	8184	656	49771	162	16501	177	177	6201	15381	617
miR-379-5p	10954	17025	1095	13937	23590	14754	1002	17791	20512	16307	20278	24326	16531	17114	829
miR-520g-3p	22930	42959	28	9375	40123	10625	49	35552	31	20651	37	55	9900	21229	33
miR-520a-3p	18882	40085	34	10518	40197	11655	36	32479	21	21227	18	31	10981	22309	21
miR-145-5p	21605	30259	5314	11648	26053	12942	6013	24089	4025	18246	4160	4346	10735	17706	5751
miR-532-5p	12818	20964	4522	12147	19772	14184	6263	14874	9765	17361	8001	10156	14675	17910	5591
miR-199b-5p	18604	31158	955	7982	31242	8869	1030	31104	389	16256	422	429	7163	14677	904
miR-518c-3p	18837	34429	21	6917	33429	8133	43	31893	33	15123	33	44	7139	15064	30
miR-1	14382	23068	1111	10977	21123	12240	1353	17534	7799	15274	7699	9252	11353	14940	1242
miR-19b-3p	14724	20120	9216	8179	22969	8907	8828	20293	4234	12505	4173	4203	8099	12505	7973
miR-495-3p	13765	21042	298	11768	18243	13413	374	13611	10440	15113	9035	9851	13417	15756	375
miR-20a-5p	14953	14150	12865	9085	16181	9492	10686	17087	5417	11463	6053	5796	7854	10413	10495
let-7d-5p	10714	3233	4413	15698	2948	17024	5742	2785	19084	9219	20336	20231	15624	9568	4992
miR-25-3p	10329	12309	9533	9821	13670	10508	8784	11677	10042	11404	9688	12115	9790	11039	7408
miR-149-5p	9741	8420	109	11934	7812	13215	121	6912	20720	9621	20014	21026	12970	10010	120
miR-455-5p	9464	12085	6829	9531	12354	10785	8108	9709	10858	11358	9634	11511	10931	11169	7337
miR-10b-5p	12008	24435	1566	7847	25890	8767	2050	20588	1096	15909	1115	1436	8960	16668	1611
miR-515-5p	19302	29636	36	5538	26381	5802	22	30804	22	11254	12	14	4756	10260	28
miR-224-5p	13475	23795	1134	8172	22869	9063	1225	19340	216	15945	197	235	9148	15643	1198
miR-372-3p	11947	27586	34	6744	26831	8019	39	19148	41	15183	38	45	8387	16612	32
miR-518e-3p	12812	28272	15	5303	28692	5923	32	24066	16	12653	15	16	5606	12830	14
miR-361-3p	7114	5142	3322	11511	4914	12779	3825	3620	15459	9147	14477	18405	12530	9229	3416
miR-222-3p	10681	17968	483	8837	13227	9663	697	11670	9314	10131	9481	10696	8896	10198	549
miR-152-3p	9231	14952	5639	6362	16235	6861	6385	14131	3009	10113	2977	3786	6630	10489	5090
miR-126-5p	11169	14576	5202	6298	15648	6861	4936	13754	4222	9131	4197	4295	6238	9429	4193
miR-204-5p	4930	412	373	10557	404	11973	504	289	22600	4919	20727	24589	12032	5169	461
miR-328-3p	4474	442	561	10223	413	11095	681	302	22273	4330	23267	25346	10539	4510	545
miR-107	9665	5334	2959	8934	4343	10245	3153	4108	11011	7071	11979	11127	8206	7059	2668
miR-93-5p	9935	11953	2924	6107	12914	6454	2511	13204	5582	7497	6002	5883	5489	7392	2127
miR-744-5p	4771	1990	1311	8355	2267	9223	1325	1799	16552	5398	14940	17730	9432	5832	1203
miR-526a	11508	19557	24	5170	17285	6065	18	14991	28	10078	26	16	5482	10759	20
miR-29b-3p	8368	6760	1525	7324	6209	8575	1613	5798	10259	6255	11325	10853	7237	6227	1544
miR-338-5p	4083	65	119	9408	60	10676	150	52	18440	4196	18594	19083	10033	4358	117
miR-203a	8386	15095	1815	4678	16360	5053	1818	14081	991	8769	803	918	4816	8706	1686
miR-874-3p	4477	438	209	7885	430	8626	255	419	16430	4045	16016	16610	7940	4281	221
miR-98-5p	6642	3416	1595	8040	3105	8907	2209	2539	8904	6824	7911	9285	8971	7145	1821
miR-185-5p	6585	7757	2281	6004	8495	6171	2445	7631	6173	6354	6305	7283	5634	6087	1978
miR-493-5p	7926	16238	257	4648	14702	5049	304	12251	207	9883	175	218	5187	9542	318
miR-941	4852	3788	2244	6828	3912	7464	2240	3172	10328	5660	9500	12684	6888	4852	1868
miR-1307-3p	3849	3456	3686	5611	3883	6028	3743	3002	11014	4518	9814	11701	6412	4814	3296
miR-518a-3p	7970	16041	8	3618	16782	4180	22	13866	14	8376	6	24	3837	8274	4
miR-525-5p	10795	15923	12	3968	13897	4689	17	13751	19	7724	18	21	3847	7718	10
miR-374b-5p	6584	6282	2306	5740	7083	5922	1778	6819	6861	5258	7912	7405	4909	5055	1699
miR-543	4922	5771	293	6045	4977	6880	348	3760	8821	5770	8591	9764	7251	6135	351
miR-520d-5p	9387	16706	13	3617	13782	4411	17	12387	24	7366	15	22	3664	7836	14
miR-186-5p	6902	7289	3552	5126	6551	5520	4103	5945	4193	5754	4359	4666	4975	5564	3783
miR-205-5p	9043	13366	16	3952	12812	4257	13	12202	15	7519	19	31	3782	7480	12
miR-512-5p	8050	16654	10	2134	15420	2320	8	16398	22	5472	12	10	1744	4964	16
miR-95-3p	2913	249	773	6126	256	6513	743	217	12864	3605	11905	15620	6840	3601	722
miR-329-3p	4573	2686	114	6220	2388	6946	166	1938	10370	3892	11370	11351	6037	3748	134
miR-660-5p	7631	12103	960	3896	10289	4359	1187	9751	1538	6230	1617	1594	3544	6087	1045
miR-30a-3p	5022	6970	2069	4666	7384	5034	2221	5659	4417	5964	3966	5043	5033	6040	1847
miR-17-5p	7220	7662	4293	3870	8271	4124	3402	8740	2233	5059	2502	2431	3343	4820	3317
miR-92b-3p	3511	603	96	6620	559	7269	141	514	12372	3297	12064	13326	6536	3347	110
miR-136-5p	6501	9543	253	3618	11318	3876	231	10598	2778	5260	2852	3062	3969	5630	196
miR-450a-5p	6913	11584	617	3791	11210	4064	647	9532	208	6987	238	224	3872	6990	705
miR-323a-3p	3179	1688	74	5797	1454	6736	105	1097	10681	3616	10053	12190	6290	3511	79
miR-145-3p	6118	8255	2048	3888	7721	4368	2709	6654	1603	5782	1559	1734	4160	5908	2399
miR-433-3p	3385	2536	61	5541	2211	6060	88	1795	9583	3717	9099	9962	6008	3844	92
miR-330-3p	2154	491	127	4645	640	5075	137	433	12320	2700	11096	13040	5242	2737	141
miR-369-3p	7360	10256	260	3431	8219	3921	276	8219	1653	5124	1871	1626	3053	4911	277
miR-140-5p	4084	3414	1855	3797	3997	4231	1660	3786	6579	3468	7266	6735	3959	3830	1416
miR-423-5p	4033	3837	2650	4367	3423	4747	3473	2790	4650	4402	4052	5153	4831	4323	2983
miR-144-3p	6518	10599	101	2855	9744	3395	123	8908	833	5281	812	807	2960	5430	129
miR-574-3p	4352	4503	3618	3503	5042	3684	3386	4607	3177	4035	3142	3582	3306	3872	3078
miR-143-5p	5193	9435	734	2854	9757	3044	726	8369	935	4857	922	1048	2681	4878	719
miR-200b-3p	2561	1371	11622	2611	1150	2708	11931	1028	528	2616	444	591	2737	2686	11186
miR-342-3p	4034	1663	830	5212	1494	5378	786	1395	7163	3157	7255	7846	4680	3152	758
miR-30e-3p	2866	2765	3513	3420	3159	3723	3632	2590	4670	3383	4306	5677	3694	3327	3152
miR-363-3p	4030	4487	282	3669	4754	4131	261	4169	5681	3620	5286	5575	3709	3805	231
miR-498	5628	11814	7	2071	10588	2293	10	9375	7	4912	6	9	2024	4729	7
miR-518c-5p	5619	9812	5	2513	10088	2840	9	8728	13	5354	6	12	2693	5370	11
miR-28-3p	3242	3532	4402	3511	4039	3195	4419	3480	2679	3658	2647	3355	3460	3480	3935
miR-378i	3200	2600	3873	3131	1866	4063	10081	1115	886	4217	514	699	3819	4417	8420
miR-487b-3p	4323	4256	114	4015	3459	4561	129	3017	4977	3588	5158	5355	4073	3645	113
miR-520c-5p	5772	9812	12	2596	8701	3041	9	7545	14	5060	13	8	2754	5403	10
miR-518d-5p	5767	9800	12	2592	8657	3040	9	7516	14	5049	13	8	2746	5390	10
miR-523-3p	4899	9558	7	2726	8710	3029	10	7350	11	5271	8	9	3034	5604	8
miR-424-3p	4775	7056	682	3446	7269	3765	770	5748	161	5265	145	151	3802	5719	653
miR-520h	5503	10334	9	2090	8799	2485	7	7812	6	4803	8	13	2223	4938	8
miR-598-3p	2407	75	105	4271	85	4704	91	100	8795	2023	10467	9877	3859	1894	98
let-7a-3p	2912	2470	2813	3385	2095	3856	3692	1653	4438	2770	4138	4616	3374	2726	3355
miR-484	3146	2149	1235	3520	2007	3893	1292	1838	6057	2600	6977	6615	3345	2420	1168
miR-483-3p	6147	8539	601	2656	7071	2929	708	7247	48	4740	42	43	2450	4231	720
miR-518f-5p	5482	9251	12	2454	8183	2887	10	7223	14	4730	12	7	2572	5051	10
miR-769-5p	2358	821	169	4480	777	4735	213	713	7473	2874	6697	8367	4762	2900	179
miR-197-3p	2437	1191	688	3922	1314	4096	689	1003	7128	2614	6352	8485	3992	2636	626
miR-521	5230	10714	2	1552	9631	1838	8	8676	14	3800	18	12	1622	3938	20
miR-542-3p	4005	8046	248	2062	9771	2295	242	8571	123	4383	127	154	2144	4297	235
miR-452-5p	4075	8192	266	2085	9804	2215	258	8312	121	4364	105	126	2040	4152	247
miR-493-3p	3719	8169	211	2457	8627	2481	232	6622	168	4952	142	166	2723	5345	200
miR-654-3p	3262	3687	594	3263	3657	3427	688	3012	4412	3119	4149	4956	3393	3147	720
miR-125b-2-3p	2179	372	1092	3996	341	4507	1234	282	6992	2409	6306	7743	4174	2350	1165
miR-520a-5p	6272	8884	7	2142	7252	2535	5	7676	16	4192	4	14	1982	4020	7
let-7d-3p	2121	357	598	3943	298	4566	766	261	7411	2029	6912	8354	4142	2119	665
miR-34c-5p	3067	4991	11	2733	5398	3203	15	4324	3222	3641	2880	3726	3016	3536	25
miR-934	3824	8452	14	1871	9311	1883	14	8102	10	3841	7	9	1874	3780	12
miR-28-5p	3290	3596	3714	2108	4621	2405	3303	3977	1517	2859	1551	1554	2242	2918	2775
miR-335-5p	4858	6877	236	1997	7200	2146	212	7469	755	3249	826	846	1781	3265	178
miR-520d-3p	3874	8237	4	1792	8392	1997	3	6936	7	4110	3	7	1920	4270	2
miR-144-5p	4579	7484	80	1973	7601	2090	76	7176	422	3429	429	438	1775	3655	70
miR-193b-3p	3998	7655	811	1829	6607	2169	1096	5186	537	3592	488	521	1972	3774	945
miR-141-3p	4683	7405	79	1801	7742	2021	71	7816	16	3579	9	10	1833	3629	73
miR-132-3p	1861	391	187	3545	403	3743	183	358	7170	1913	7066	7672	3765	2051	176
miR-409-3p	2170	2391	436	3069	2373	3502	638	1712	5000	2475	4290	5412	3511	2756	533
miR-320b	2501	2280	657	3112	2152	3212	775	1781	4809	2637	4329	4951	3527	2738	705
miR-1180-3p	1786	351	179	3548	339	4021	240	277	7359	1867	6593	7056	4052	2081	213
miR-524-5p	5396	8150	11	1903	6667	1980	9	7064	6	3585	8	11	1701	3423	14
miR-195-5p	3125	1244	1434	3012	1355	3231	1104	1486	4939	2262	5398	5184	2573	2056	1044
miR-99b-3p	2054	2191	192	3083	2198	3354	222	1680	5105	2840	4614	5551	3354	2607	173
miR-425-5p	2985	2967	1258	2589	3163	2847	1254	2775	3282	2624	3193	3253	2816	2792	1204
miR-340-3p	1110	266	1419	2321	303	2717	1450	277	7405	1192	6714	8089	2822	1291	1387
miR-132-5p	1668	338	123	3269	330	3641	158	302	7126	1675	6810	7739	3605	1780	146
miR-106b-3p	2945	3643	872	2721	3343	3009	1023	2837	2568	3021	2526	3152	2647	2946	941
miR-338-3p	2354	27	37	3778	34	4339	39	18	6442	1916	6779	6475	3855	2022	55
miR-455-3p	2584	2100	3534	2261	2132	2301	3850	1747	1663	2230	1663	1830	2097	2249	3211
miR-181a-2-3p	2344	3053	476	2395	3216	2592	530	2571	3227	2673	2829	3643	2723	2763	414
miR-146a-5p	3035	3012	2095	2300	2824	2494	2502	2302	1452	2688	1507	1804	2300	2726	2067
miR-181a-3p	2119	2008	173	2550	2062	2864	180	1730	4076	2287	3942	4660	2546	2134	196
miR-135b-5p	2180	2748	26	2133	3071	2345	28	2583	3900	2232	3778	3917	2244	2262	19
miR-138-5p	2041	200	19	3037	203	3511	20	177	5905	1577	5895	5842	2907	1613	27
miR-200a-3p	2328	626	5907	1872	575	2121	6090	553	371	1986	397	369	1900	2039	5792
miR-652-3p	2754	3636	224	2318	3470	2635	265	2798	2381	2534	2396	2384	2273	2598	221
miR-142-5p	3393	4046	1371	1913	3445	2226	1582	3408	532	2731	495	617	1884	2647	1520
miR-503-5p	3392	5400	234	1432	5962	1611	251	5517	84	2765	76	88	1461	2905	217
miR-24-2-5p	2872	4715	320	1751	5704	1785	280	4725	270	2850	276	265	1768	3054	219
miR-365b-3p	2780	3167	1689	2033	2748	2036	2045	2710	1077	2214	1094	1107	1786	2152	1878
miR-365a-3p	2779	3166	1688	2033	2748	2036	2045	2710	1077	2214	1094	1107	1786	2152	1877
miR-361-5p	2138	1619	658	2091	1643	2355	615	1608	3520	1723	3805	3623	1950	1665	627
miR-517-5p	3578	4011	3	2278	3657	2759	NA	3140	6	3154	12	9	2952	3574	3
miR-129-2-3p	1258	6	9	2607	7	2796	11	7	5516	1186	5327	6021	2474	1152	5
miR-376c-3p	2999	5490	53	1341	4831	1547	64	4269	644	2265	697	606	1223	2249	85
miR-584-5p	1783	2489	15	1919	2650	2116	25	2183	2720	2123	2382	3280	2507	2129	24
miR-127-5p	1974	3398	56	1699	3309	1873	63	2732	1799	2347	1648	1967	1862	2249	51
miR-432-5p	1971	2576	65	1810	2586	2154	50	2244	2299	2018	2280	2583	1980	2204	47
miR-504-5p	991	472	93	2006	489	2191	88	456	4783	1245	4253	5838	2162	1204	89
miR-378c	1609	1458	2749	1499	1786	1538	3068	1353	947	1786	811	1046	1495	1886	2507
miR-885-5p	1340	3	1661	2041	3	2219	2158	6	3071	1147	2796	3142	2111	1185	1847
miR-382-5p	1502	2179	55	1577	2717	1663	76	2309	2199	1787	2055	2373	1693	1810	70
miR-330-5p	1028	411	38	1910	449	2097	35	384	4306	1136	4078	4724	2107	1250	37
miR-520f-3p	2543	4996	4	946	4333	1192	7	4024	7	2230	2	6	1004	2326	3
miR-106b-5p	2350	2763	497	1235	3003	1420	518	3055	1246	1617	1323	1241	1205	1645	442
miR-215-5p	1097	132	3959	1261	112	1487	5547	97	289	1278	188	250	1429	1316	5056
miR-369-5p	1518	1800	223	1502	2080	1639	190	1833	2539	1494	2240	2515	1564	1648	168
miR-1296-5p	1541	218	36	2391	211	2467	29	170	3243	1446	3831	3830	2231	1177	41
miR-32-5p	2057	2698	707	1138	3072	1312	703	2777	933	1624	1011	1002	1191	1652	631
miR-889-3p	1696	2191	82	1668	1920	1766	102	1654	1957	1701	1852	2317	1643	1711	95
miR-539-3p	2016	2398	49	1602	1843	1866	60	1893	1829	1622	1854	1951	1481	1659	46
miR-221-5p	1907	3049	152	1372	2731	1512	177	2379	1043	2032	999	1134	1342	1972	157
miR-335-3p	1903	3100	182	1390	3259	1530	194	2657	425	2190	436	546	1578	2376	178
miR-151a-5p	1680	1412	481	1534	1425	1816	488	1250	2071	1364	2358	2332	1803	1434	416
miR-124-5p	1354	NA	NA	2109	12	2303	6	NA	3654	1137	3661	4208	2150	1133	9
miR-410-3p	2366	2844	30	1432	2300	1665	23	2242	1356	1670	1478	1363	1334	1596	27
miR-382-3p	1666	1989	94	1685	1671	1872	122	1442	1837	1757	1796	2221	1723	1704	112
miR-500a-3p	1669	2202	646	1410	2219	1505	622	1816	1273	1754	1282	1468	1449	1641	616
miR-376a-3p	2084	4502	50	846	4072	1106	52	3380	294	1838	312	290	813	1755	48
miR-494-3p	2309	2753	187	1519	2213	1622	225	2201	992	1789	1041	1147	1318	1693	202
miR-181d-5p	1154	250	53	1906	239	2128	50	197	3551	1054	3504	3933	1981	1065	33
miR-22-5p	1767	2864	566	1190	2545	1332	690	2060	632	1748	631	653	1261	1859	614
miR-425-3p	1629	1703	371	1406	1413	1583	492	1306	1538	1433	1610	1641	1355	1365	400
miR-223-3p	2070	2562	808	963	2652	1108	670	2768	332	1425	426	411	894	1381	636
miR-15b-5p	1908	2497	373	1048	2562	1113	317	2590	761	1456	892	862	916	1371	298
miR-485-5p	880	561	55	1579	615	1643	62	527	2935	1082	2902	3106	1752	1208	44
miR-214-3p	1711	2418	1295	982	2365	1013	1430	2007	128	1556	122	136	948	1603	1220
miR-182-5p	1553	3106	138	945	3425	978	146	2886	213	1776	210	295	986	1877	130
miR-134-5p	1021	1024	136	1393	1196	1434	159	936	2357	1256	2026	2697	1643	1218	123
miR-34a-5p	1587	1604	545	1333	1458	1409	713	1466	1285	1380	1301	1371	1194	1339	604
miR-374a-5p	1898	2198	548	1061	2267	1075	432	2409	793	1279	902	934	893	1228	435
miR-135a-5p	932	288	64	1375	365	1540	46	266	3185	742	3268	3507	1431	925	38
miR-502-3p	1390	1847	648	1020	2014	1172	606	1844	946	1348	890	1152	1014	1353	532
miR-183-5p	1495	3092	109	953	3045	1060	114	2425	221	1808	185	268	1015	1820	141
miR-339-3p	1029	592	290	1311	615	1430	346	522	2647	963	2315	2695	1442	972	278
miR-3615	657	298	282	1262	308	1408	300	275	3031	766	2762	3290	1406	868	291
miR-148a-5p	881	513	2526	898	473	1079	3549	372	69	1136	77	88	1091	1089	3265
miR-450b-5p	1615	3116	179	875	2822	986	247	2422	43	1730	36	50	891	1612	209
miR-129-1-3p	779	8	1	1536	3	1662	8	4	3252	708	3037	3427	1542	741	2
miR-150-5p	1138	1015	947	1083	1151	1215	879	948	1345	1066	1338	1386	1169	1150	751
miR-409-5p	1228	1128	125	1211	1166	1434	97	1081	1647	1164	1783	2132	1188	1036	109
miR-29c-5p	1216	807	324	1320	831	1535	343	634	1734	1233	1496	1763	1523	1287	318
miR-431-5p	1553	3105	12	647	3415	686	12	2845	24	1419	27	30	568	1509	17
miR-485-3p	808	400	39	1299	324	1458	47	299	2579	714	2599	2970	1364	734	27
miR-320c	933	574	196	1256	585	1320	247	486	2242	895	2004	2283	1469	997	168
miR-30c-2-3p	1118	1415	450	1094	1255	1259	632	1055	1055	1339	837	1082	1179	1205	574
miR-497-5p	1119	569	383	1216	554	1250	371	538	2030	814	2098	2075	1057	829	313
miR-499a-5p	672	202	427	1293	198	1363	537	140	2327	723	2105	2451	1382	764	479
miR-1307-5p	1010	783	444	1123	657	1240	564	580	1693	937	1545	1830	1257	875	474
miR-656-3p	1308	1085	51	1366	831	1468	72	821	1341	1002	1621	1589	1101	993	57
