Mature_Name	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15
miR-4683	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
miR-4690-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4692	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4695-3p	6	NA	1	7	NA	7	2	NA	13	4	9	12	10	1	3
miR-4716-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4722-5p	2	NA	NA	NA	1	1	1	NA	NA	NA	1	NA	NA	1	NA
miR-4724-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-4726-3p	1	NA	NA	NA	NA	NA	NA	NA	1	NA	3	2	2	2	NA
miR-4732-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
miR-4739	1	2	NA	2	NA	2	1	NA	4	1	1	4	1	5	2
miR-4743-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4745-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4749-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-4750-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4751	1	NA	NA	NA	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA
miR-4753-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4755-3p	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA
miR-4760-5p	1	1	1	1	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA
miR-4768-3p	1	NA	NA	NA	NA	5	NA	1	6	NA	3	4	1	NA	NA
miR-4775	1	1	NA	1	1	1	1	NA	NA	NA	1	1	NA	1	NA
miR-4776-5p	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
miR-4787-5p	1	NA	NA	1	NA	1	NA	1	1	NA	NA	1	NA	NA	NA
miR-4789-3p	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
miR-483-3p	19	58	NA	13	88	9	NA	30	2	28	NA	NA	4	22	5
miR-483-5p	3	13	NA	1	16	3	3	7	NA	7	3	NA	3	4	3
miR-484	14	31	8	23	34	21	5	12	15	23	57	24	17	13	31
miR-485-3p	2	2	NA	5	6	3	NA	2	4	4	16	16	5	NA	NA
miR-486-3p	2	2	NA	NA	NA	NA	NA	1	1	NA	1	1	NA	NA	NA
miR-486-5p	468	1063	27	556	1920	356	16	528	265	755	716	401	328	359	89
miR-487a-5p	2	2	NA	3	1	NA	NA	NA	1	NA	2	NA	2	NA	NA
miR-487b-3p	6	5	NA	4	10	3	NA	NA	4	1	5	3	6	1	NA
miR-490-3p	3	1	2	1	NA	4	2	NA	1	4	5	4	2	1	3
miR-493-3p	5	23	NA	5	25	1	NA	7	1	5	NA	NA	4	5	2
miR-493-5p	10	56	NA	13	73	3	NA	30	1	18	1	NA	3	14	1
miR-496	2	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
miR-497-5p	25	13	12	22	15	27	10	5	15	17	58	32	17	13	45
miR-498	6	35	NA	4	65	3	NA	17	NA	20	NA	NA	5	12	NA
miR-5001-5p	1	NA	NA	1	NA	NA	NA	NA	1	1	1	NA	1	1	NA
miR-501-3p	6	21	6	8	39	5	3	15	5	6	12	4	3	5	11
miR-502-3p	6	21	6	8	36	5	3	15	5	6	12	4	3	5	11
miR-503-5p	8	23	NA	5	32	5	NA	17	1	17	NA	1	5	8	1
miR-508-3p	1	2	NA	NA	3	NA	NA	1	NA	1	NA	NA	NA	NA	NA
miR-5095	2	NA	NA	1	NA	4	1	NA	9	6	12	8	1	2	NA
miR-5096	10	3	1	21	1	26	4	2	29	19	42	40	24	17	7
miR-5100	14	12	9	19	10	10	16	15	11	13	18	26	13	26	14
miR-512-3p	131	330	NA	75	516	54	1	174	NA	185	NA	3	54	99	NA
miR-514a-3p	3	NA	2	2	2	9	3	1	9	3	6	8	6	7	1
miR-514a-5p	1	NA	12	2	NA	NA	11	NA	1	NA	1	NA	1	2	7
miR-515-3p	6	27	NA	3	50	5	NA	16	NA	14	NA	NA	3	8	NA
miR-515-5p	25	49	NA	7	65	4	NA	57	1	27	NA	NA	5	26	NA
miR-516a-5p	2	5	NA	2	7	1	NA	1	NA	NA	NA	NA	1	3	NA
miR-516b-5p	2	8	NA	2	14	NA	NA	4	NA	6	NA	NA	1	NA	NA
miR-517a-3p	288	923	NA	152	1600	129	1	557	NA	401	1	8	129	235	NA
miR-517b-3p	255	796	NA	126	1383	114	1	476	NA	346	1	7	115	194	NA
miR-517c-3p	42	177	NA	35	277	20	NA	103	NA	69	NA	1	20	50	1
miR-518a-5p	16	53	NA	7	101	5	NA	46	NA	27	NA	NA	8	11	NA
miR-518b	87	234	NA	68	387	45	NA	94	NA	128	NA	1	51	65	2
miR-518c-3p	107	299	NA	44	456	37	NA	155	NA	136	NA	3	45	65	1
miR-518d-3p	19	31	NA	12	40	3	NA	22	1	17	NA	NA	11	11	NA
miR-518e-3p	33	54	NA	22	87	8	NA	43	1	32	NA	NA	23	20	1
miR-518f-3p	107	299	NA	47	453	37	NA	155	NA	138	NA	3	45	66	1
miR-518f-5p	23	75	NA	9	106	11	NA	49	NA	25	NA	NA	4	19	NA
miR-5192	1	NA	NA	1	NA	2	NA	NA	NA	NA	NA	3	NA	NA	NA
miR-5193	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-519a-3p	67	266	NA	46	374	34	1	153	1	99	1	1	41	66	1
miR-519b-3p	97	323	NA	57	536	39	1	196	2	136	1	2	55	84	NA
miR-519b-5p	72	171	NA	27	292	25	NA	94	NA	84	NA	1	22	48	NA
miR-519c-3p	39	106	NA	20	224	10	NA	65	1	53	NA	1	22	29	NA
miR-519c-5p	72	171	NA	27	296	25	NA	94	NA	85	NA	1	22	50	NA
miR-519d-3p	50	168	NA	30	339	23	NA	93	NA	78	NA	NA	17	32	NA
miR-519d-5p	79	170	NA	32	288	22	1	107	NA	102	2	1	29	63	NA
miR-519e-3p	3	14	NA	1	12	3	NA	10	NA	6	NA	NA	3	4	NA
miR-519e-5p	26	38	NA	8	48	3	NA	56	NA	21	1	NA	4	23	NA
miR-520a-3p	12	28	NA	6	50	5	NA	17	NA	12	NA	NA	3	9	NA
miR-520a-5p	22	68	NA	12	128	8	NA	41	NA	33	NA	1	9	26	NA
miR-520b	2	12	1	2	16	2	NA	5	NA	1	NA	NA	3	1	NA
miR-520c-3p	10	35	NA	1	35	4	NA	19	1	16	NA	1	2	5	1
miR-520d-3p	31	68	NA	17	107	12	NA	41	NA	28	NA	NA	8	22	NA
miR-520d-5p	77	210	NA	44	347	31	1	133	2	103	2	1	29	78	NA
miR-520f-3p	10	34	NA	2	39	4	NA	17	1	14	NA	1	2	6	1
miR-520g-3p	72	259	NA	46	547	28	1	154	NA	119	NA	1	32	63	NA
miR-520g-5p	2	4	1	NA	9	1	NA	2	1	2	NA	NA	NA	NA	NA
miR-520h	18	89	NA	17	188	8	1	60	NA	49	NA	1	18	37	NA
miR-521	7	14	NA	3	21	NA	NA	10	NA	5	NA	NA	1	4	NA
miR-522-3p	26	62	NA	12	97	8	NA	25	NA	30	2	1	13	23	NA
miR-523-3p	7	28	NA	9	54	4	NA	15	NA	21	NA	NA	5	11	NA
miR-524-3p	14	29	NA	7	51	12	NA	24	NA	11	NA	1	2	10	NA
miR-524-5p	84	229	NA	48	394	35	3	151	NA	115	2	1	32	83	NA
miR-525-3p	33	82	NA	29	154	21	NA	59	NA	49	NA	1	19	31	1
miR-525-5p	65	183	NA	33	290	24	NA	108	NA	72	2	NA	20	44	NA
miR-526a	3	2	NA	1	11	NA	NA	4	NA	1	NA	NA	NA	1	NA
miR-526b-3p	2	4	NA	NA	8	NA	NA	4	NA	NA	NA	NA	2	NA	NA
miR-527	16	53	NA	7	101	5	NA	46	NA	27	NA	NA	8	11	NA
miR-542-3p	40	1	53	50	1	54	64	5	70	28	59	93	53	31	55
miR-542-5p	1	3	NA	2	4	2	NA	NA	NA	1	NA	NA	1	NA	1
miR-543	3	13	1	2	10	1	NA	8	4	3	4	1	1	2	NA
miR-545-5p	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
miR-548aq-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2
miR-548av-3p	1	1	4	2	1	NA	NA	1	NA	1	2	1	NA	NA	12
miR-548ay-3p	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4
miR-548ba	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-548d-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
miR-548g-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
miR-548g-5p	1	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	NA	NA
miR-548j-3p	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA
miR-548k	1	2	NA	1	2	1	1	NA	NA	2	4	3	1	NA	7
miR-548o-3p	1	1	NA	1	1	NA	NA	1	NA	1	2	NA	NA	NA	4
miR-548x-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-551a	2	4	NA	4	9	NA	NA	4	NA	3	2	NA	1	1	NA
miR-551b-3p	2	4	NA	4	9	NA	NA	4	NA	3	2	NA	1	1	NA
miR-5585-3p	1	NA	NA	NA	NA	2	1	NA	5	NA	5	NA	1	2	NA
miR-5585-5p	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
miR-568	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-574-5p	6	2	6	16	4	4	4	NA	13	8	14	17	6	6	13
miR-576-5p	1	5	3	1	8	NA	1	NA	1	3	3	NA	1	NA	6
miR-589-5p	4	NA	2	1	1	NA	2	NA	3	2	11	10	4	1	3
miR-590-3p	3	4	NA	2	8	3	3	3	1	1	1	NA	1	3	7
miR-598-3p	9	NA	NA	26	1	13	1	2	14	15	38	24	10	5	1
miR-6073	4	NA	NA	12	NA	7	1	3	18	7	13	11	11	12	1
miR-6089	1	NA	NA	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA	NA
miR-618	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	2
miR-619-5p	6	1	2	11	NA	8	4	2	16	10	16	12	11	5	1
miR-628-5p	2	2	1	3	NA	5	2	1	5	4	11	6	1	1	4
miR-629-5p	1	2	NA	1	3	NA	NA	1	NA	1	NA	NA	NA	1	NA
miR-6506-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
miR-6511a-3p	3	1	NA	2	4	3	NA	NA	1	2	10	3	6	NA	NA
miR-6511b-3p	2	1	1	2	3	4	NA	NA	3	2	10	5	7	NA	NA
miR-6515-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-652-3p	3	11	1	6	7	3	1	6	5	6	7	8	6	3	4
miR-654-3p	13	23	4	20	55	9	1	15	6	9	22	17	7	7	10
miR-655-3p	1	3	NA	3	4	2	NA	1	NA	1	1	1	NA	NA	1
miR-659-5p	1	NA	NA	NA	NA	3	NA	NA	2	NA	3	3	1	NA	NA
miR-660-5p	26	97	3	21	214	9	5	46	6	56	19	6	12	27	34
miR-664a-3p	2	2	5	2	10	NA	2	1	NA	2	7	3	6	3	9
miR-664b-3p	3	NA	1	4	NA	4	7	NA	3	1	3	2	NA	3	12
miR-665	14	5	7	23	3	28	4	6	27	15	32	34	28	21	5
miR-671-3p	1	3	NA	NA	1	NA	NA	1	2	1	3	2	1	NA	3
miR-6721-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-6723-5p	2	1	2	6	3	3	NA	2	9	2	5	7	10	4	1
miR-6724-5p	33	15	80	37	13	39	97	10	21	33	20	22	23	36	75
miR-6727-3p	2	NA	NA	1	NA	2	NA	NA	1	NA	3	NA	NA	1	NA
miR-6734-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-6735-3p	1	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	1	NA	NA
miR-6735-5p	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
miR-6740-3p	1	NA	1	1	NA	NA	NA	NA	1	NA	1	NA	2	NA	NA
miR-6741-3p	1	NA	NA	1	NA	1	NA	NA	1	NA	NA	1	1	NA	NA
miR-6749-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	1	NA	NA
miR-6750-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-6756-3p	2	NA	1	1	2	4	1	2	5	1	6	6	2	4	1
miR-6763-3p	2	NA	NA	3	NA	1	NA	NA	7	1	2	5	2	3	NA
miR-6769a-3p	1	NA	NA	NA	NA	1	NA	NA	1	NA	1	NA	NA	NA	NA
miR-6784-3p	1	NA	1	1	NA	1	NA	NA	NA	1	NA	1	NA	1	NA
miR-6786-5p	2	NA	NA	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
miR-6792-3p	1	NA	NA	1	NA	1	NA	NA	3	NA	1	2	2	NA	NA
miR-6793-5p	3	9	2	5	7	3	4	8	4	9	1	2	4	7	1
miR-6796-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA
miR-6803-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-6803-5p	1	NA	NA	1	NA	NA	NA	NA	1	NA	3	3	1	NA	NA
miR-6809-3p	1	NA	1	NA	NA	NA	NA	1	2	2	NA	NA	NA	3	NA
miR-6809-5p	1	NA	NA	5	NA	4	NA	NA	5	NA	1	12	6	2	NA
miR-6812-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-6830-3p	1	NA	2	NA	NA	NA	2	1	2	NA	2	1	NA	2	NA
miR-6832-3p	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA
miR-6836-3p	2	1	2	2	NA	1	1	NA	4	1	4	4	4	4	3
miR-6842-3p	1	NA	NA	NA	1	2	NA	NA	2	1	3	5	2	NA	NA
miR-6846-3p	3	NA	NA	1	3	5	3	2	4	2	1	NA	1	5	2
miR-6847-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-6850-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-6856-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
miR-6862-3p	1	1	NA	3	NA	NA	NA	NA	1	NA	NA	2	2	NA	NA
miR-6877-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-6887-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA
miR-708-5p	3	2	1	11	1	11	NA	1	5	7	21	13	9	4	NA
miR-7111-3p	1	NA	NA	2	NA	2	1	NA	4	NA	1	3	2	4	NA
miR-7113-3p	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-718	1	NA	NA	NA	NA	2	1	NA	NA	NA	NA	1	NA	NA	NA
miR-744-3p	1	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA
miR-744-5p	6	5	1	18	9	9	2	3	25	9	45	22	11	11	10
miR-758-3p	1	2	NA	2	5	3	NA	NA	1	5	3	1	2	NA	2
miR-760	1	1	NA	1	NA	1	NA	NA	1	NA	4	3	NA	NA	NA
miR-767-5p	2	1	NA	1	2	NA	NA	NA	2	1	NA	1	4	3	NA
miR-769-5p	34	17	7	103	25	62	3	6	64	72	214	114	43	24	16
miR-770-5p	1	NA	NA	2	1	4	NA	1	1	1	4	5	2	NA	NA
miR-7706	2	1	3	NA	3	1	1	2	1	2	1	NA	1	NA	2
miR-7847-3p	3	4	1	10	4	11	3	1	16	8	10	12	6	5	2
miR-7974	1	NA	NA	NA	NA	NA	7	NA	NA	1	NA	NA	NA	NA	NA
miR-8071	1	NA	NA	2	NA	NA	NA	NA	1	1	NA	3	NA	1	NA
miR-8073	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1
miR-8074	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-8085	1	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA
miR-873-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA
miR-877-3p	2	NA	NA	2	NA	1	NA	NA	3	1	NA	3	NA	1	NA
miR-885-5p	4	NA	14	6	NA	2	4	NA	15	6	28	15	9	5	38
miR-9-3p	6	NA	NA	27	NA	8	1	1	24	10	44	40	14	5	NA
miR-9-5p	114	3	NA	372	5	273	3	3	424	194	1132	746	225	100	1
miR-92a-3p	644	1077	1410	1081	1672	691	1310	400	657	1496	2036	1050	818	667	8194
miR-92b-3p	637	1070	1398	1076	1661	682	1301	397	657	1487	2030	1052	811	659	8133
miR-92b-5p	1	1	NA	1	NA	NA	NA	1	1	NA	1	NA	2	NA	NA
miR-93-5p	29	106	28	38	184	31	22	47	17	58	65	33	28	33	99
miR-934	1	9	NA	2	18	2	NA	5	1	5	NA	NA	1	3	NA
miR-935	1	NA	NA	4	NA	2	NA	NA	1	3	10	3	NA	3	NA
miR-937-3p	35	1	12	57	1	55	5	NA	98	30	65	72	74	43	3
miR-941	8	12	7	32	20	19	3	6	17	20	45	30	13	8	33
miR-95-3p	2	1	NA	3	1	2	1	NA	5	4	14	6	2	1	5
miR-95-5p	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA
miR-98-5p	46	31	17	112	72	75	38	16	102	83	264	173	65	31	68
miR-99a-3p	1	1	1	3	NA	1	2	1	1	1	6	5	3	2	4
miR-99a-5p	1048	1913	368	1076	3555	495	190	686	223	708	670	333	274	215	503
miR-99b-5p	23	14	2	39	30	32	1	14	32	22	28	27	11	12	2
SO:unsorted	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
VN:2.2.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
miR-1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA
miR-100-3p	NA	3	NA	2	6	NA	1	1	1	NA	1	2	NA	NA	1
miR-103a-3p	NA	1	NA	1	NA	2	1	NA	NA	NA	NA	NA	NA	NA	3
miR-107	NA	1	NA	1	NA	2	1	NA	NA	NA	NA	NA	NA	NA	3
miR-1197	NA	2	NA	NA	1	1	NA	2	NA	NA	NA	NA	1	NA	NA
miR-125a-3p	NA	5	NA	1	7	NA	NA	4	1	3	2	2	1	1	NA
miR-127-5p	NA	2	NA	1	1	1	NA	NA	NA	1	NA	NA	1	NA	NA
miR-1295a	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-1304-3p	NA	1	NA	3	NA	3	1	NA	1	1	4	2	NA	NA	2
miR-134-5p	NA	1	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	NA
miR-146a-3p	NA	1	2	4	3	3	6	NA	NA	2	1	1	2	3	5
miR-146a-5p	NA	2	3	3	NA	1	3	2	2	5	2	2	2	1	30
miR-146b-5p	NA	2	3	3	NA	1	6	2	2	6	4	2	2	3	36
miR-148b-5p	NA	1	1	1	4	4	NA	1	1	NA	1	NA	1	1	1
miR-152-5p	NA	1	1	1	4	4	NA	1	1	NA	1	NA	1	1	1
miR-1538	NA	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	1	NA	NA
miR-17-3p	NA	2	3	1	5	2	4	NA	NA	1	1	1	1	2	12
miR-182-5p	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-18a-3p	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	1
miR-1908-3p	NA	1	NA	NA	NA	2	NA	NA	NA	NA	2	NA	1	1	NA
miR-191-3p	NA	1	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA	NA	NA
miR-193b-5p	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
miR-194-3p	NA	1	1	1	NA	3	NA	NA	NA	1	1	NA	NA	NA	3
miR-210-5p	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	NA	2
miR-26a-1-3p	NA	1	1	NA	4	NA	NA	2	NA	2	2	1	NA	1	5
miR-26a-2-3p	NA	1	1	NA	4	NA	NA	2	NA	2	2	1	NA	1	5
miR-26b-3p	NA	1	3	2	NA	1	1	2	NA	5	1	2	1	2	1
miR-29a-5p	NA	1	1	1	4	1	2	NA	2	5	4	3	NA	5	4
miR-30b-3p	NA	1	NA	NA	2	NA	NA	NA	NA	2	NA	NA	NA	NA	2
miR-30c-1-3p	NA	1	2	1	1	1	2	NA	NA	NA	3	NA	3	1	1
miR-30d-3p	NA	2	NA	1	4	NA	NA	1	NA	NA	NA	NA	1	NA	NA
miR-3129-3p	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-3180-3p	NA	1	NA	1	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA
miR-32-3p	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
miR-330-3p	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA
miR-331-5p	NA	1	NA	1	2	2	NA	NA	1	NA	NA	1	1	NA	1
miR-337-5p	NA	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA
miR-340-3p	NA	1	NA	6	1	1	1	1	3	4	11	5	2	1	8
miR-3607-5p	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-365a-5p	NA	1	NA	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
miR-370-5p	NA	1	NA	NA	1	NA	NA	NA	NA	2	2	NA	NA	2	NA
miR-378a-3p	NA	1	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	1	1
miR-378a-5p	NA	4	NA	4	3	1	4	1	1	3	3	NA	6	NA	10
miR-378d	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
miR-381-5p	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-412-5p	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
miR-425-5p	NA	2	NA	3	5	1	1	1	NA	2	5	1	1	NA	6
miR-429	NA	1	6	NA	1	NA	3	NA	NA	3	NA	NA	NA	NA	13
miR-4501	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4661-5p	NA	1	NA	NA	2	NA	NA	NA	NA	1	1	NA	1	NA	NA
miR-4752	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4758-5p	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
miR-4762-3p	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-4763-3p	NA	1	NA	NA	NA	1	NA	1	2	1	NA	1	1	1	NA
miR-494-3p	NA	6	NA	2	19	1	NA	7	NA	2	2	2	2	2	4
miR-503-3p	NA	1	NA	NA	2	NA	NA	NA	1	NA	NA	NA	2	NA	NA
miR-512-5p	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-514b-5p	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-518a-3p	NA	3	NA	NA	4	NA	NA	NA	NA	2	NA	NA	NA	NA	NA
miR-519a-5p	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-520e	NA	2	1	1	NA	NA	NA	1	NA	1	NA	NA	1	NA	NA
miR-520f-5p	NA	1	NA	NA	2	1	NA	1	NA	NA	NA	NA	NA	NA	NA
miR-548ak	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1
miR-548aq-5p	NA	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA
miR-548ay-5p	NA	2	NA	NA	3	NA	NA	1	NA	1	NA	1	NA	NA	NA
miR-548c-5p	NA	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	1	1	1
miR-548d-5p	NA	2	NA	NA	2	NA	NA	1	NA	1	NA	1	NA	NA	NA
miR-548w	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1
miR-550a-3-5p	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-550a-5p	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-5684	NA	1	NA	NA	NA	NA	2	NA	NA	NA	2	1	3	NA	NA
miR-5739	NA	1	NA	1	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA
miR-576-3p	NA	1	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	1
miR-582-3p	NA	2	1	5	6	4	2	2	1	NA	7	1	1	1	6
miR-612	NA	1	NA	1	NA	1	NA	NA	2	NA	3	3	2	NA	NA
miR-6124	NA	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
miR-616-5p	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
miR-625-3p	NA	2	NA	1	7	1	NA	1	NA	2	1	2	4	2	NA
miR-625-5p	NA	3	NA	NA	NA	NA	NA	2	1	1	1	NA	NA	NA	NA
miR-6514-3p	NA	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	NA
miR-652-5p	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	1
miR-653-5p	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-6719-3p	NA	1	NA	1	1	NA	NA	2	NA	NA	NA	1	NA	NA	NA
miR-675-3p	NA	3	NA	2	15	3	NA	2	NA	5	NA	NA	2	2	1
miR-675-5p	NA	3	NA	1	1	NA	NA	2	NA	NA	NA	NA	NA	1	NA
miR-6766-3p	NA	1	1	2	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA
miR-6806-3p	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA
miR-6826-3p	NA	1	NA	1	1	NA	NA	1	NA	NA	1	NA	NA	1	NA
miR-6833-3p	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-6833-5p	NA	1	NA	NA	1	NA	NA	1	1	NA	1	NA	1	3	NA
miR-6852-5p	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA
miR-6880-3p	NA	5	NA	NA	1	NA	1	1	1	NA	NA	1	2	2	1
miR-7114-3p	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA
