Mature_Name	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15
miR-325	6	9	7	7	4	8	10	3	5	10	1	6	6	10	5
miR-326	6	3	1	8	7	4	4	2	3	6	3	6	10	6	1
miR-328	7	6	8	26	11	33	1	5	52	23	62	51	41	16	2
miR-329	30	35	7	52	23	36	6	37	108	44	56	45	25	15	4
miR-330-3p	63	24	15	96	13	51	11	22	196	62	90	113	49	33	13
miR-330-5p	29	23	14	32	20	35	11	24	62	30	48	44	22	13	1
miR-331-3p	273	142	88	356	98	175	102	148	678	260	451	340	112	101	29
miR-331-5p	5	18	10	16	10	7	9	22	7	23	9	14	3	9	7
miR-335-5p	631	864	56	275	675	269	66	716	129	538	127	71	419	510	43
miR-337-3p	490	662	48	254	558	86	53	676	87	544	64	58	245	397	29
miR-337-5p	232	354	28	127	352	94	19	324	57	249	55	46	120	213	25
miR-338-3p	2503	111	74	4663	64	3388	72	43	10166	2663	7164	8590	3246	2075	30
miR-338-5p	13	8	5	13	7	11	15	5	14	14	9	10	13	9	7
miR-339-3p	7	5	4	3	12	7	4	3	4	7	1	3	20	16	10
miR-339-5p	5	8	6	7	4	4	5	7	4	8	2	2	9	4	7
miR-33a-5p	71	34	19	72	22	51	15	17	181	50	111	116	86	49	20
miR-33b-5p	5	5	3	4	6	2	5	8	8	5	3	4	4	7	1
miR-340-5p	297	129	173	424	120	458	173	100	852	343	776	642	932	545	178
miR-342-3p	1913	806	497	2793	823	1494	600	689	6088	2214	5117	4209	2782	2018	314
miR-342-5p	8	7	4	17	7	7	5	7	29	15	15	15	7	7	5
miR-345-5p	14	9	9	9	9	12	8	8	17	13	12	14	11	14	5
miR-346	11	12	5	23	7	15	5	13	35	12	35	23	17	13	2
miR-34a-5p	728	450	586	682	409	187	634	449	978	715	684	572	362	447	187
miR-34b-3p	9	8	2	8	9	3	6	7	8	8	4	8	15	10	3
miR-34c-3p	10	16	4	15	11	9	9	11	22	11	11	15	26	22	9
miR-34c-5p	163	183	3	121	209	43	4	179	114	157	75	102	90	159	6
miR-3605-5p	12	8	5	7	8	4	5	4	3	10	4	7	14	10	7
miR-361-3p	243	157	129	314	136	206	119	141	528	288	384	431	306	266	88
miR-361-5p	1236	1063	419	1383	962	1220	393	928	2151	1351	1809	1449	1267	1083	231
miR-3614-5p	4	5	5	4	5	4	3	7	2	6	3	3	8	7	4
miR-362-3p	176	161	93	125	187	39	123	189	118	195	86	64	50	103	34
miR-362-5p	131	169	41	98	177	97	42	161	82	158	74	80	103	149	33
miR-363-3p	202	233	18	168	233	82	14	198	229	221	155	158	135	172	7
miR-365a-3p	253	332	232	183	307	94	219	269	105	321	110	115	176	197	95
miR-367-3p	13	15	16	22	22	17	24	8	13	17	8	17	12	14	5
miR-3676-3p	1	1	4	1	1	1	5	4	4	4	1	2	4	2	4
miR-369-3p	12	18	9	9	11	5	8	16	10	12	7	11	25	24	9
miR-369-5p	4	8	6	7	4	7	7	7	7	5	2	1	14	13	10
miR-3690	10	7	4	19	8	7	7	11	22	13	7	15	8	13	7
miR-370	40	27	6	48	30	68	8	27	103	33	79	54	56	28	6
miR-371a-3p	50	82	13	33	50	27	15	67	29	64	9	13	29	56	10
miR-371a-5p	10	11	4	7	13	9	1	12	3	8	5	5	5	11	1
miR-371b-3p	8	8	4	8	4	7	4	5	3	12	2	5	1	7	6
miR-371b-5p	7	11	5	3	7	7	7	7	4	8	4	2	2	1	4
miR-372	100	187	2	67	100	32	5	153	9	127	3	2	27	59	3
miR-373-3p	91	103	11	42	94	43	6	110	1	80	8	9	21	41	4
miR-374a-5p	2397	2779	1552	1936	2688	1673	1596	2261	2107	2737	1823	1756	1572	1830	650
miR-374b-5p	719	531	328	728	467	495	321	478	1178	728	901	575	452	388	117
miR-374c-5p	2	3	3	3	4	3	4	4	5	5	1	3	2	1	3
miR-375	22	15	52	26	16	11	55	13	9	24	8	11	18	15	24
miR-376a-3p	1982	2499	191	1208	2316	809	160	2294	983	1910	701	630	1447	2406	150
miR-376b	59	99	15	42	78	40	16	74	32	51	17	23	34	15	2
miR-376c	1153	1471	73	675	1463	677	77	1440	664	1207	511	304	751	1045	48
miR-377-3p	2059	2260	102	1271	1970	1130	103	2015	1147	1825	844	626	415	719	29
miR-378a-3p	268	150	671	241	126	206	537	155	146	272	101	93	147	191	248
miR-378b	11	16	11	14	17	5	10	11	21	17	7	12	20	19	8
miR-378c	4	7	3	8	11	8	6	6	10	9	5	5	6	8	2
miR-378d	19	15	16	12	16	13	17	13	13	18	5	8	12	36	5
miR-378e	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
miR-378f	12	15	11	10	21	12	10	6	9	16	15	8	13	14	4
miR-378g	95	72	153	77	67	56	144	63	45	97	33	34	46	74	57
miR-378h	6	15	7	7	7	11	9	9	7	13	8	3	11	6	4
miR-379-5p	249	295	26	295	274	246	24	254	371	272	276	350	347	431	21
miR-380-3p	16	11	8	11	14	9	6	17	3	23	7	11	3	4	4
miR-381	414	330	24	318	325	254	28	289	569	388	365	331	112	149	13
miR-382-5p	569	641	30	552	440	450	34	537	812	609	624	652	457	446	15
miR-383	48	25	7	55	19	65	19	16	107	44	115	77	44	28	8
miR-384	7	12	7	13	10	12	9	8	6	14	2	6	6	9	4
miR-3928	1	1	2	6	8	2	3	4	1	4	1	2	1	5	1
miR-3934	4	6	4	5	12	5	6	7	6	6	2	9	7	10	1
miR-409-3p	160	162	29	173	143	155	28	134	256	194	242	172	119	82	12
miR-409-5p	71	97	13	58	62	32	13	68	98	72	68	54	53	61	13
miR-410	61	86	8	49	101	28	9	84	56	51	73	46	56	43	11
miR-411-5p	461	542	45	384	518	419	49	428	549	469	448	422	417	488	35
miR-412	17	9	7	13	15	7	18	9	9	13	8	12	16	14	15
miR-421	95	75	15	110	77	65	26	87	199	93	151	173	118	114	11
miR-422a	14	18	11	22	12	9	17	12	24	25	28	19	23	16	5
miR-423-3p	62	30	54	108	40	33	36	39	176	83	153	112	90	80	35
miR-423-5p	166	214	58	155	189	173	60	159	216	176	192	180	105	111	14
miR-424-5p	886	1447	67	483	964	195	65	1533	16	1168	7	8	650	1709	62
miR-425-5p	222	153	75	208	153	63	92	169	251	184	156	123	68	84	21
miR-4284	31	9	8	45	8	34	13	15	118	39	56	46	24	30	6
miR-4286	2493	2368	658	1383	2116	895	646	2255	1216	2439	888	662	625	884	151
miR-429	9	5	13	5	6	6	22	6	6	16	5	3	6	10	6
miR-431-5p	159	317	9	74	225	63	8	261	19	194	18	11	69	183	8
miR-432-5p	114	143	12	105	109	83	13	121	132	141	117	136	77	78	4
miR-433	367	221	13	505	230	445	11	175	1063	383	820	876	343	247	6
miR-4421	7	14	5	9	12	12	6	7	9	7	11	15	8	8	4
miR-4425	5	1	3	1	1	4	2	6	3	2	4	4	7	8	1
miR-4431	5	11	4	4	6	5	10	4	7	9	3	3	10	8	3
miR-4435	4	8	8	3	4	7	2	3	4	7	2	2	4	1	1
miR-4443	138	70	96	102	80	124	77	78	189	120	161	88	214	161	64
miR-4448	3	6	4	7	6	3	5	3	1	4	2	7	2	5	2
miR-4451	5	6	1	8	9	5	4	5	3	6	4	8	7	10	9
miR-4454	18630	36148	8317	10056	26689	14071	7097	27111	1204	21744	1068	864	33458	48636	5942
miR-4455	19	38	27	32	27	25	30	13	21	32	14	50	18	20	15
miR-4458	6	8	3	13	15	10	4	6	8	9	5	8	12	10	9
miR-4461	6	8	3	9	3	6	8	5	9	8	5	4	14	14	7
miR-448	9	15	7	10	14	10	10	12	13	8	11	11	8	8	2
miR-4484	3	3	1	5	6	4	3	10	3	3	1	3	3	3	2
miR-4485	2	4	2	4	4	3	4	1	2	2	2	1	2	7	1
miR-4488	16	34	9	23	13	17	13	29	11	15	14	12	15	18	3
miR-449a	5	15	6	8	10	14	7	8	7	10	5	9	10	10	5
miR-449b-5p	5	9	2	4	5	1	3	4	4	4	1	2	1	6	1
miR-449c-5p	11	13	6	5	12	7	8	10	14	14	10	13	13	18	3
miR-4508	8	6	3	14	8	17	3	7	23	12	22	19	17	9	1
miR-450a-5p	1094	1585	110	466	1593	244	108	1389	37	1200	44	34	513	1029	56
miR-450b-3p	15	13	7	6	8	6	12	10	14	13	5	8	21	17	11
miR-450b-5p	37	93	19	36	91	28	28	95	16	57	11	9	44	89	28
miR-4516	51	90	46	33	87	44	45	62	24	57	17	14	35	38	23
miR-451a	71124	112626	2532	38529	111871	17429	2275	105186	13317	78338	8972	11349	31461	70280	1483
miR-452-5p	17	29	8	6	19	12	9	17	7	25	6	4	7	16	1
miR-4521	9	8	7	4	5	5	4	6	3	6	3	6	2	7	3
miR-4531	16	22	18	13	13	15	21	16	14	10	14	19	12	7	2
miR-4532	11	13	8	11	9	8	8	6	5	9	4	15	7	5	1
miR-454-3p	226	211	48	196	194	105	64	216	273	235	208	155	123	119	22
miR-455-3p	145	88	100	148	117	39	143	93	218	168	200	110	60	55	30
miR-455-5p	293	299	202	267	228	110	169	271	290	325	238	216	134	156	71
miR-4647	4	6	2	7	12	7	6	7	8	9	4	7	8	5	3
miR-4741	11	13	11	10	9	4	8	8	8	11	7	7	4	1	3
miR-4792	5	12	6	4	5	4	4	8	3	6	4	7	10	1	5
miR-483-3p	123	167	27	86	178	43	47	174	23	145	17	101	94	131	30
miR-483-5p	28	58	7	18	45	15	14	30	7	25	11	9	10	14	4
miR-484	26	28	14	22	22	22	13	18	42	25	37	45	12	13	9
miR-485-3p	223	107	9	377	98	186	16	107	750	263	617	456	276	209	16
miR-485-5p	9	6	9	8	6	7	15	8	8	8	8	7	13	15	10
miR-486-3p	20	22	11	14	28	11	8	15	17	29	13	21	25	20	5
miR-487a	313	411	17	256	376	151	15	328	332	314	250	226	286	313	10
miR-487b	806	554	27	763	674	170	19	656	1403	871	1132	699	696	703	13
miR-488-3p	55	8	4	81	6	41	10	9	158	52	115	131	134	78	4
miR-489	29	52	20	25	65	30	30	40	30	35	19	20	27	43	7
miR-490-3p	12	1	4	8	2	12	5	5	16	8	8	17	5	10	1
miR-490-5p	4	9	4	8	7	5	4	5	4	12	4	6	7	4	3
miR-491-3p	12	8	5	6	15	6	7	2	17	15	5	13	10	5	4
miR-491-5p	95	17	8	132	21	127	19	13	271	82	182	200	75	38	6
miR-492	7	8	9	7	10	8	12	13	6	9	2	5	6	11	4
miR-493-3p	38	30	3	21	28	9	10	29	8	27	8	8	24	19	8
miR-494	105	107	109	86	113	73	125	101	93	123	77	62	65	56	30
miR-495	2251	3356	62	1807	2602	1237	69	3192	1837	2642	1173	1452	1671	2905	47
miR-496	25	24	4	15	25	13	6	24	14	20	12	9	9	13	5
miR-497-5p	248	34	156	318	23	134	144	43	775	308	369	343	57	64	28
miR-498	596	575	12	223	671	48	19	663	8	524	9	14	88	287	7
miR-499a-3p	7	15	4	4	2	5	11	6	13	7	2	45	10	11	9
miR-499a-5p	18	8	9	20	9	22	18	6	33	22	20	21	40	38	13
miR-499b-3p	6	9	1	10	10	6	7	7	2	11	6	6	7	4	4
miR-499b-5p	7	10	8	6	10	7	5	8	8	14	6	7	3	8	3
miR-500a-5p	96	124	41	94	118	50	30	102	97	119	71	86	47	71	22
miR-500b	3	7	6	5	12	4	6	12	8	10	7	8	2	6	3
miR-501-3p	7	4	12	7	8	5	10	15	8	13	10	6	5	4	3
miR-502-3p	6	10	5	8	5	8	8	5	7	7	3	4	3	3	4
miR-502-5p	11	7	12	13	19	9	16	15	7	18	6	5	7	13	3
miR-503	1078	1840	82	511	1794	329	92	1513	23	1244	15	16	480	1012	42
miR-504	56	30	13	98	23	24	12	24	198	57	143	143	44	31	8
miR-505-3p	84	40	132	101	44	25	123	34	106	83	70	58	60	72	67
miR-506-3p	8	7	5	4	9	7	3	11	2	5	3	4	5	7	6
miR-507	9	12	2	7	7	8	5	12	3	8	7	4	8	11	2
miR-508-3p	14	16	11	10	16	6	7	11	7	15	3	9	10	10	2
miR-508-5p	5	6	3	6	8	5	6	4	6	13	7	1	7	4	3
miR-509-3-5p	7	5	2	6	4	5	9	5	6	8	2	5	4	2	2
miR-509-3p	11	13	4	6	12	11	4	12	6	5	7	8	6	11	7
miR-509-5p	7	1	4	4	4	2	3	4	2	4	1	3	1	2	1
miR-510	13	14	7	8	13	12	6	10	9	15	4	6	3	10	2
miR-511	11	11	10	9	11	8	11	16	6	22	1	6	6	12	4
miR-512-3p	1502	2766	7	830	2905	522	12	2532	5	1711	5	4	887	1955	10
miR-512-5p	4273	6291	5	1932	6842	637	14	6289	4	4598	5	9	874	2446	5
miR-513a-3p	7	15	5	12	11	8	8	19	3	17	6	5	13	8	7
miR-513a-5p	3	10	5	6	4	9	10	9	5	8	3	4	11	1	3
miR-513b	6	16	7	14	9	8	4	7	9	12	2	8	6	14	4
miR-513c-5p	12	2	5	5	8	6	1	11	8	7	9	5	8	12	5
miR-514a-3p	21	32	4	16	39	10	6	24	10	28	10	6	11	13	3
miR-514b-3p	3	6	3	4	3	5	9	6	6	7	6	3	11	4	3
miR-514b-5p	23	63	13	23	35	13	13	44	13	32	12	12	19	22	4
miR-515-3p	2547	4154	3	1089	3252	1061	10	3587	6	2841	7	1	673	1485	5
miR-515-5p	6064	6418	7	2330	7422	754	10	7288	12	5760	5	4	1137	3134	12
miR-516a-3p	38	50	2	27	43	16	12	71	5	42	5	7	37	40	11
miR-516a-5p	464	727	7	233	603	177	5	582	6	441	1	8	88	253	4
miR-516b-5p	9382	14377	9	4031	10433	2294	7	11783	4	9673	4	3	3001	6455	5
miR-517a-3p	5135	9143	7	2362	7894	1491	4	8058	6	5988	5	1	3166	5902	6
miR-517b-3p	1831	2927	3	832	2081	420	7	2457	1	1950	2	5	626	1318	3
miR-517c-3p	11916	16152	7	4733	12416	2078	6	15199	9	12893	13	8	3308	7137	3
miR-518a-3p	17	24	4	17	19	9	5	26	5	25	2	6	17	20	7
miR-518b	318	447	100	168	365	114	95	355	44	358	31	18	159	177	33
miR-518c-3p	4555	6893	7	2112	4596	935	8	6728	9	4721	7	5	1682	4071	3
miR-518d-3p	25	43	11	21	28	12	13	34	6	27	5	6	11	19	3
miR-518e-3p	3467	5744	2	1779	3605	1265	4	4961	4	4018	3	4	1192	2940	1
miR-518f-3p	1801	2673	5	794	1915	647	5	2445	5	1860	3	4	265	646	1
miR-519b-3p	448	599	3	169	597	170	7	497	4	389	5	8	69	120	3
miR-519b-5p	1668	3012	7	764	2877	614	7	2487	6	1746	5	21	601	1406	5
miR-519c-3p	390	712	13	179	634	97	15	645	4	447	10	7	134	225	3
miR-519d	3359	4748	7	1691	4611	827	5	4495	5	3576	4	5	1024	1969	5
miR-519e-3p	221	373	7	93	274	87	14	290	11	218	5	10	74	156	1
miR-520a-3p	15	20	7	7	17	10	7	20	4	14	2	4	6	9	3
miR-520a-5p	4003	5916	2	1732	5971	880	2	5793	7	4042	4	7	1760	3863	7
miR-520b	22	36	2	12	24	12	9	31	12	25	6	11	17	20	4
miR-520c-3p	231	429	6	92	413	89	12	336	14	237	6	10	80	104	6
miR-520d-3p	548	848	9	225	521	259	9	690	4	571	2	7	192	365	4
miR-520d-5p	848	1328	14	410	1152	289	7	1176	9	887	14	24	137	304	1
miR-520e	13	16	6	10	20	13	2	10	5	6	5	4	7	10	7
miR-520f	83	125	2	43	118	25	7	96	6	80	2	2	37	41	7
miR-520g	13	16	2	10	13	7	2	14	6	21	4	13	7	3	2
miR-520h	525	682	21	230	491	136	26	617	13	562	19	12	108	180	5
miR-521	9981	13295	5	4123	13287	1758	4	13343	20	9615	15	28	2262	4894	3
miR-522-3p	7471	12785	1	3359	11819	2230	5	10990	18	8121	10	21	3511	7611	2
miR-523-3p	9	26	1	6	29	12	4	18	6	21	4	5	11	13	2
miR-524-3p	75	90	9	36	43	25	11	66	9	52	7	10	43	63	13
miR-524-5p	2509	3635	5	1099	2931	792	8	3212	5	2563	2	9	589	1450	2
miR-525-3p	1131	1723	4	500	846	436	8	1519	8	1267	9	13	142	342	2
miR-525-5p	3962	5957	1	1817	4848	965	2	5308	9	4026	10	11	1231	2746	1
miR-526a	1555	2543	3	777	1841	471	9	2405	4	1682	3	2	454	1113	6
miR-526b-5p	2685	4627	3	1175	3411	1019	3	3676	2	3022	5	4	1039	2176	2
miR-532-3p	13	18	3	13	26	5	10	22	17	14	12	4	4	12	4
miR-532-5p	156	181	49	102	159	65	51	137	93	184	71	61	45	68	12
miR-539-5p	25	16	6	17	16	26	5	23	37	28	16	9	19	12	2
miR-541-3p	11	9	6	13	9	11	8	7	9	11	8	12	17	14	10
miR-542-3p	397	530	26	170	422	129	38	479	14	387	14	11	111	248	11
miR-542-5p	44	63	13	63	40	45	10	40	88	52	79	206	33	20	7
miR-543	534	631	23	437	653	265	19	596	576	606	415	423	357	576	13
miR-544a	17	14	11	15	8	10	11	14	7	13	8	3	26	18	12
miR-544b	4	2	3	1	8	2	5	2	3	3	1	2	4	2	1
miR-545-3p	5	17	3	3	15	10	4	9	10	13	5	7	4	14	1
miR-548a-3p	5	11	10	9	8	4	5	14	9	11	5	9	8	8	6
miR-548a-5p	14	9	18	10	14	3	19	6	13	13	10	14	20	9	4
miR-548aa	21	124	11	13	33	21	16	14	15	25	19	239	13	13	13
miR-548ab	13	7	7	9	10	7	11	10	11	7	5	12	7	5	1
miR-548ac	5	6	1	6	8	10	3	6	5	8	2	4	4	4	1
miR-548ad	14	20	13	19	19	12	12	19	17	18	11	22	5	14	7
miR-548ae	3	12	5	10	10	8	6	8	9	15	6	7	9	6	4
miR-548ag	14	14	1	12	21	10	9	8	4	17	1	13	7	14	3
miR-548ah-5p	21	20	11	14	14	17	19	19	11	22	10	22	19	11	3
miR-548ai	18	55	13	15	18	27	21	16	20	18	12	164	11	13	14
miR-548aj-3p	5	7	5	6	10	1	7	2	5	8	6	4	4	3	3
miR-548ak	9	9	10	10	4	3	5	11	3	10	3	12	9	5	5
miR-548al	7	16	10	8	16	9	5	7	12	10	8	11	7	5	2
miR-548am-3p	22	23	11	18	17	11	15	16	11	17	13	16	13	3	6
miR-548an	17	7	8	8	5	3	15	9	8	3	5	6	8	4	9
miR-548b-3p	20	30	10	10	7	11	16	17	16	20	10	19	10	20	4
miR-548b-5p	3	9	6	8	9	7	9	8	4	3	5	11	7	3	2
miR-548c-3p	3	8	3	5	6	7	6	6	5	7	4	9	4	4	3
miR-548c-5p	135	299	7	69	224	43	10	239	7	123	5	8	103	190	6
miR-548d-3p	9	9	15	8	10	12	10	7	2	9	2	7	13	11	9
miR-548d-5p	5	6	3	1	9	1	4	4	6	6	4	3	5	3	2
miR-548e	5	7	6	6	3	7	6	6	3	10	4	2	6	2	2
miR-548f	6	2	3	3	6	2	4	4	1	2	1	8	1	5	1
miR-548g-3p	6	26	8	7	24	9	11	26	11	8	5	7	16	18	4
miR-548h-5p	5	6	9	4	11	3	1	6	7	5	2	1	9	6	2
miR-548i	7	10	7	10	6	8	6	14	10	10	2	8	7	3	2
miR-548j	3	6	3	3	2	8	3	3	3	7	3	10	5	4	1
miR-548k	10	12	8	12	9	8	16	13	6	9	10	8	9	12	8
miR-548l	7	9	3	8	10	3	5	10	1	9	6	9	6	10	1
miR-548m	7	12	5	15	15	6	3	7	8	8	5	11	4	6	1
miR-548n	6	13	8	9	8	3	6	9	3	8	7	37	4	3	4
miR-548o-3p	5	16	5	5	14	2	2	6	10	6	3	3	9	8	1
miR-548p	5	5	10	2	4	1	12	3	6	5	4	6	7	11	5
miR-548q	5	11	5	9	7	3	1	1	4	7	2	6	4	4	1
miR-548s	3	8	10	6	11	7	3	11	6	7	1	7	2	12	3
miR-548t-5p	6	4	10	12	12	5	3	7	6	9	7	5	5	4	7
miR-548u	6	2	4	6	7	7	7	7	3	6	3	1	3	4	3
miR-548v	6	10	4	8	11	8	8	7	4	6	8	5	5	11	2
miR-548w	7	5	5	4	4	5	4	10	6	9	7	4	3	4	3
miR-548x-3p	12	10	6	12	16	11	13	8	12	17	11	12	6	7	4
miR-548y	8	9	3	11	11	11	5	10	2	14	8	9	9	3	1
miR-548z	5	13	4	9	5	7	5	8	5	6	7	18	5	5	1
miR-549	11	17	7	5	16	4	8	8	7	11	10	19	9	6	5
miR-550a-5p	6	10	5	10	8	3	6	4	5	3	5	5	11	10	6
miR-550b-3p	11	12	13	10	20	12	22	4	11	12	5	23	11	21	4
miR-551a	8	16	2	9	4	7	6	12	6	11	5	5	4	9	2
miR-551b-3p	201	275	1	126	124	49	4	231	61	214	45	41	34	90	1
miR-552	6	6	5	7	5	8	6	5	3	6	5	1	7	7	7
miR-553	9	7	9	11	16	9	12	13	10	13	8	11	6	11	8
miR-554	8	5	3	7	6	6	9	5	10	5	5	4	7	4	1
miR-555	6	7	4	2	6	2	6	2	2	3	3	8	6	6	1
miR-556-3p	1	7	1	5	2	2	6	3	1	5	3	5	4	5	3
miR-556-5p	4	6	1	8	5	2	6	3	1	6	1	4	1	2	1
miR-557	11	9	6	5	7	7	9	4	4	7	3	4	8	3	7
miR-558	7	6	9	8	7	7	8	11	3	9	4	13	1	3	4
miR-559	6	10	5	6	8	3	6	6	8	4	2	4	5	4	3
miR-561-3p	5	11	4	10	11	5	7	7	7	11	3	11	5	8	4
miR-562	5	7	6	8	9	7	10	3	11	11	3	8	6	9	3
miR-563	16	12	10	11	17	11	9	12	9	14	2	9	13	13	5
miR-564	3	15	6	10	14	8	5	10	6	12	6	6	4	7	2
miR-566	12	15	9	9	17	8	6	13	6	13	3	5	11	10	2
miR-567	9	11	4	9	14	6	6	5	9	12	5	7	7	8	1
miR-568	8	11	4	7	6	7	12	7	3	5	2	6	8	6	3
miR-569	8	11	7	7	8	3	9	4	8	7	6	2	8	8	5
miR-570-3p	25	18	39	21	16	21	48	15	16	27	11	22	6	10	12
miR-571	6	6	2	5	6	4	5	6	4	3	1	1	5	9	2
miR-572	7	10	7	8	9	3	6	8	4	11	6	7	5	5	2
miR-573	21	16	1	12	22	14	5	17	10	21	6	10	7	15	3
miR-574-3p	141	129	198	152	137	56	221	126	165	193	142	97	208	218	205
miR-574-5p	67	115	85	56	69	63	86	79	48	62	53	35	54	75	43
miR-575	38	38	12	17	36	28	20	39	24	36	28	21	30	20	7
miR-576-3p	13	14	7	7	12	3	10	13	5	14	3	7	12	7	11
miR-576-5p	6	11	5	6	5	5	9	2	5	9	4	3	19	7	5
miR-577	17	1	4	57	3	35	3	5	115	30	79	72	37	16	1
miR-578	9	20	8	11	15	9	16	9	10	8	14	12	20	17	6
miR-579	74	46	73	74	42	73	64	44	59	64	44	44	32	28	26
miR-580	9	9	3	9	6	4	3	2	6	7	8	7	8	14	7
miR-581	8	17	10	9	10	4	10	14	8	10	6	5	9	9	2
miR-582-3p	4	20	4	8	6	3	9	10	7	13	1	23	14	9	1
miR-582-5p	100	61	49	112	48	49	52	50	198	120	142	128	105	74	19
miR-583	4	8	4	15	4	9	8	1	5	4	7	10	7	8	6
miR-584-5p	7	5	5	9	9	3	3	2	8	10	4	2	11	3	5
miR-585	8	14	6	4	13	11	5	11	2	9	1	11	6	3	1
miR-586	6	7	8	6	10	10	5	8	7	2	5	6	9	4	6
miR-587	12	4	4	9	4	7	5	4	5	1	5	4	17	4	7
miR-588	3	5	3	6	3	9	2	5	3	7	3	5	4	3	4
miR-589-5p	6	8	6	7	6	5	3	4	8	12	5	8	4	3	1
miR-590-3p	14	17	6	9	15	11	14	13	9	14	11	14	11	11	12
miR-590-5p	145	151	33	96	140	52	48	137	106	150	63	33	63	92	21
miR-591	8	6	5	3	4	4	4	3	3	4	3	2	5	2	2
miR-592	25	8	14	63	7	53	11	7	93	32	80	92	39	21	10
miR-593-3p	6	16	5	12	15	12	2	10	5	14	2	8	11	14	4
miR-595	8	4	3	3	6	8	3	4	2	7	1	4	1	6	4
miR-596	7	7	5	11	11	11	7	10	15	11	13	18	8	12	4
miR-597	16	8	3	11	13	7	5	3	17	4	12	24	10	11	1
miR-598	241	21	23	384	15	173	11	13	821	261	562	463	228	176	9
miR-599	3	10	2	3	10	4	3	5	1	2	3	4	3	7	2
miR-600	7	12	4	14	10	9	2	6	6	12	3	6	8	5	3
miR-601	28	25	17	19	24	21	21	22	19	21	9	14	10	13	8
miR-602	3	3	5	4	2	2	3	4	5	6	6	5	5	6	1
miR-603	7	2	2	6	10	5	7	5	12	7	6	8	5	4	5
miR-604	13	9	9	16	17	8	8	9	6	22	5	8	11	17	4
miR-605	11	10	4	7	14	14	12	10	7	12	6	12	8	6	2
miR-606	7	3	4	7	5	3	7	5	4	4	3	10	10	4	8
miR-607	3	6	13	7	6	3	11	3	3	6	2	5	3	2	7
miR-608	5	1	6	2	6	7	2	4	4	6	4	3	6	8	5
miR-609	4	5	3	13	2	4	3	5	9	11	9	11	17	10	8
miR-610	6	4	3	4	6	3	3	6	2	6	2	7	3	3	2
miR-611	3	3	2	2	1	1	4	3	1	1	2	1	4	6	2
miR-612	34	26	28	34	27	36	23	17	28	28	14	22	9	21	10
miR-613	7	13	4	7	12	14	7	7	12	11	12	4	2	8	4
miR-614	11	7	7	12	3	4	11	7	5	9	4	5	7	6	7
miR-615-3p	1	5	2	5	3	4	1	6	3	7	2	1	3	5	3
miR-615-5p	8	8	5	5	7	4	5	3	4	15	6	7	4	8	5
miR-616-3p	8	10	9	13	7	5	7	5	4	9	6	6	10	2	3
miR-617	1	8	2	9	7	8	6	8	4	8	3	26	6	4	1
miR-618	9	6	10	11	8	9	15	6	21	8	12	15	16	16	15
miR-619	6	3	2	10	4	6	1	4	3	7	7	4	7	8	6
miR-620	6	4	7	3	3	2	3	7	4	6	3	4	12	8	1
miR-621	9	6	5	7	11	7	6	11	7	9	1	6	8	13	1
miR-622	9	9	5	14	12	4	9	6	9	10	5	3	21	12	6
miR-623	5	2	5	4	4	6	2	1	2	2	2	6	3	2	3
miR-624-3p	5	7	5	8	7	6	5	9	4	10	3	6	4	5	2
miR-625-5p	100	111	13	57	62	30	8	111	54	96	37	38	43	69	5
miR-626	4	3	12	6	4	9	11	2	5	9	3	5	4	4	6
miR-627	26	49	11	26	39	26	22	32	11	31	6	13	17	23	14
miR-628-3p	23	11	15	31	6	37	11	14	63	38	38	43	46	30	9
miR-628-5p	57	9	16	93	10	64	20	15	175	48	129	138	68	71	18
miR-629-5p	12	16	1	13	7	4	8	12	3	7	9	7	8	12	2
miR-630	111	167	28	52	157	73	25	118	36	94	33	16	55	54	7
miR-631	12	15	20	19	21	5	30	15	13	24	18	12	29	21	22
miR-632	6	5	5	3	4	8	6	7	6	10	4	3	5	6	1
miR-633	1	6	4	5	3	3	2	3	3	5	2	2	6	6	1
miR-634	5	11	6	3	13	3	8	4	6	11	1	6	20	9	3
miR-635	8	7	5	7	6	8	8	4	9	5	3	19	14	5	8
miR-636	2	3	1	1	3	4	5	3	1	3	1	1	1	4	1
miR-637	4	4	2	6	4	3	5	3	2	3	4	6	5	7	3
miR-638	6	11	7	15	11	7	5	7	8	7	2	8	12	7	4
miR-639	4	4	5	2	5	3	9	6	9	6	3	1	4	7	3
miR-640	2	2	4	7	4	1	7	2	3	4	2	6	4	8	2
miR-641	7	14	6	11	12	13	9	7	16	14	14	12	13	3	8
miR-642a-5p	25	12	4	33	13	15	8	16	55	33	43	51	23	19	5
miR-642b-3p	2	1	2	4	2	4	2	2	3	1	1	1	6	3	2
miR-643	6	13	7	10	10	7	5	4	10	8	3	5	5	3	5
miR-644a	5	11	14	10	15	10	10	8	13	12	13	15	6	8	4
miR-645	7	7	3	3	6	1	3	6	2	10	2	2	11	5	4
miR-646	8	11	3	6	9	2	9	5	6	7	5	7	12	15	4
miR-647	8	6	4	4	11	6	9	8	2	12	6	6	7	10	5
