Mature_Name	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15
miR-1262	2	3	1	NA	7	3	NA	3	3	7	1	3	7	9	1
miR-1263	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-1264	NA	NA	NA	5	NA	5	NA	NA	9	3	4	13	14	7	NA
miR-1266-3p	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-1266-5p	1	NA	1	3	NA	5	NA	NA	6	1	2	14	8	6	NA
miR-1267	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	3	1	NA	NA
miR-1269a	45	31	36	38	123	33	14	30	NA	70	4	10	55	91	7
miR-1269b	194	72	NA	132	453	136	NA	114	2	255	2	2	246	303	NA
miR-127-3p	33038	6967	4778	64803	39317	61251	1096	10735	69528	47520	63554	206036	102911	56929	1122
miR-127-5p	327	141	18	440	736	419	5	254	326	511	298	909	715	652	5
miR-1270	7	NA	2	6	4	7	1	2	10	7	13	34	26	13	NA
miR-1271-3p	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	2	1	NA
miR-1271-5p	6	NA	1	27	16	18	2	1	33	9	23	82	35	16	3
miR-1273c	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	NA
miR-1273d	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
miR-1273h-3p	7	NA	6	16	3	13	NA	2	25	13	15	69	28	11	1
miR-1275	57	24	81	80	101	33	11	24	11	43	8	23	62	79	9
miR-1276	2	2	8	3	NA	5	2	NA	3	1	2	23	7	2	1
miR-1277-3p	1	NA	1	1	1	3	NA	NA	1	2	1	3	2	NA	NA
miR-1277-5p	34	12	18	22	32	28	2	9	27	40	16	61	50	42	3
miR-1278	2	1	1	1	3	3	NA	2	2	2	NA	3	2	7	NA
miR-128-1-5p	56	NA	25	173	8	189	5	2	255	99	240	776	290	97	4
miR-128-2-5p	4	NA	NA	23	NA	20	NA	NA	44	12	28	112	55	12	1
miR-128-3p	10028	67	878	29998	353	27329	188	97	38240	12793	34456	113183	45504	14781	205
miR-1283	3228	1564	1	2248	6941	2392	NA	2255	1	4746	3	12	3962	4898	NA
miR-1284	NA	1	1	2	1	NA	NA	NA	1	NA	1	1	2	1	NA
miR-1286	7	1	NA	33	2	14	3	NA	39	12	22	86	43	12	NA
miR-1287-3p	NA	NA	1	NA	2	2	NA	1	NA	NA	1	NA	NA	2	NA
miR-1287-5p	24	7	28	37	33	40	9	3	32	46	28	96	62	45	9
miR-1288-3p	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	2	NA	NA	NA
miR-129-1-3p	165	1	NA	406	NA	450	NA	NA	575	294	436	1610	721	264	NA
miR-129-2-3p	325	NA	NA	756	NA	871	NA	NA	1037	594	872	3044	1426	639	NA
miR-129-5p	710	NA	NA	1854	NA	1915	NA	NA	2454	1250	2019	6921	3245	1339	NA
miR-1290	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-1291	1	NA	3	NA	5	6	4	NA	NA	6	1	16	9	7	NA
miR-1292-3p	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	1	NA	NA
miR-1292-5p	NA	NA	NA	3	NA	5	NA	NA	5	NA	4	8	1	3	NA
miR-1293	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA
miR-1294	5	2	NA	4	5	3	NA	1	1	6	NA	3	4	11	NA
miR-1295a	NA	NA	NA	NA	1	1	NA	NA	1	1	2	7	3	NA	NA
miR-1295b-3p	1	NA	11	3	NA	5	2	NA	NA	2	NA	NA	7	1	5
miR-1295b-5p	8	NA	66	10	NA	10	24	NA	NA	7	NA	NA	15	8	14
miR-1296-3p	NA	NA	1	2	NA	2	NA	NA	2	1	2	12	5	1	NA
miR-1296-5p	984	41	60	2251	267	2018	13	72	2149	1564	1898	6215	3445	1803	14
miR-1297	16	14	12	7	17	19	13	14	1	7	1	15	19	27	4
miR-1298-3p	22	NA	NA	54	NA	57	NA	NA	71	20	51	194	92	26	NA
miR-1298-5p	38	NA	NA	124	NA	160	NA	NA	223	104	214	584	235	95	NA
miR-1299	33	2	187	44	11	46	46	NA	33	51	26	90	93	32	44
miR-1301-3p	61	7	13	143	34	142	4	14	228	109	174	586	249	99	NA
miR-1301-5p	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
miR-1302	4	NA	NA	3	NA	2	NA	NA	8	2	2	9	2	1	NA
miR-1303	NA	NA	NA	1	1	2	NA	NA	1	2	1	6	2	2	NA
miR-1304-3p	17	4	28	32	35	26	6	14	20	26	22	49	70	36	14
miR-1304-5p	NA	NA	1	1	NA	2	1	NA	1	NA	1	2	NA	2	NA
miR-1305	5	3	NA	8	6	3	NA	5	NA	3	NA	2	8	8	NA
miR-1306-3p	2	NA	1	5	1	6	NA	1	8	3	6	24	10	1	NA
miR-1306-5p	23	1	1	35	32	30	1	5	21	32	21	81	43	37	NA
miR-1307-3p	220	49	241	368	340	337	49	74	319	343	294	986	597	381	43
miR-1307-5p	1112	182	2079	2443	1384	1927	458	328	1994	1596	1883	5895	3508	2195	418
miR-130a-3p	2770	1206	2065	2859	6198	2897	555	1828	1312	4285	1144	3711	5045	4977	449
miR-130a-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
miR-130b-3p	654	200	1440	681	1119	628	383	339	227	954	167	648	1226	1141	360
miR-130b-5p	79	26	201	98	116	128	60	35	61	105	37	156	148	117	39
miR-132-3p	633	34	167	1727	131	1576	36	39	2660	937	2370	7256	2864	1019	45
miR-132-5p	49	3	14	171	18	168	2	6	207	79	185	683	254	87	5
miR-1322	NA	NA	NA	NA	NA	1	NA	NA	2	NA	1	7	1	NA	NA
miR-1323	9621	5584	4	4647	22737	5657	NA	7734	NA	14238	NA	6	9624	12607	NA
miR-133a-3p	353	114	73	419	562	427	25	146	354	468	285	1027	692	564	17
miR-133a-5p	5	NA	NA	4	6	1	NA	NA	NA	4	1	2	NA	2	1
miR-133b	24	5	1	39	32	42	NA	12	26	41	19	98	60	55	NA
miR-134-3p	8	NA	3	15	8	17	NA	5	7	8	21	49	21	18	NA
miR-134-5p	375	104	75	648	533	563	16	167	605	556	487	1547	1034	647	20
miR-1343-3p	6	NA	2	10	7	14	1	NA	14	7	13	41	24	11	2
miR-1343-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
miR-135a-3p	1	NA	NA	2	NA	1	NA	NA	NA	2	2	3	3	1	NA
miR-135a-5p	137	8	6	209	47	286	1	17	279	234	216	861	401	235	NA
miR-135b-3p	10	1	NA	25	11	23	NA	5	16	12	20	75	37	19	NA
miR-135b-5p	283	124	4	385	559	464	1	182	436	595	362	1302	724	550	NA
miR-136-3p	9981	4348	1285	10397	24784	9733	303	6901	4462	14813	4289	14520	16477	18764	257
miR-136-5p	2084	930	160	2268	5244	2029	62	1456	823	3234	789	2456	3549	4082	47
miR-137	96	4	1	218	13	214	NA	3	220	150	208	653	360	180	NA
miR-138-1-3p	20	NA	1	46	6	35	NA	NA	42	16	36	102	47	14	NA
miR-138-2-3p	8	NA	NA	18	NA	12	NA	NA	12	4	12	40	20	6	NA
miR-138-5p	713	15	10	1807	130	1821	1	29	1923	985	1670	5378	2858	1098	3
miR-139-3p	16	NA	15	45	5	39	2	2	97	21	81	257	65	26	5
miR-139-5p	929	67	708	1946	353	1862	172	121	2051	1291	1738	5666	2927	1436	156
miR-140-3p	5173	1440	2739	7279	7268	7359	776	2055	6759	7136	6223	19008	12552	8586	699
miR-140-5p	163	54	160	193	182	250	42	67	240	226	216	746	388	267	43
miR-141-3p	17366	9177	321	12020	47849	11504	107	14776	17	27319	19	61	20652	30772	83
miR-141-5p	307	160	3	231	844	215	2	257	NA	525	2	2	435	605	1
miR-142-3p	345	158	390	212	750	277	117	209	52	541	47	188	472	512	109
miR-142-5p	3430	1285	4356	3750	7160	3357	1181	2091	764	5010	740	2354	5795	5987	1103
miR-143-3p	719113	325348	287655	654933	1677513	568439	81246	516786	130875	1011953	121313	357040	962682	1233207	67232
miR-143-5p	92	40	37	58	228	60	7	56	24	113	12	52	155	139	2
miR-144-3p	1127	568	66	1176	3137	815	14	866	167	1518	173	545	1373	2048	20
miR-144-5p	2104	914	136	1696	4691	1762	31	1459	266	3263	248	870	2976	3678	22
miR-145-3p	472	208	395	424	1015	425	118	295	153	618	123	420	688	774	115
miR-145-5p	4356	2551	2230	3320	10258	3454	611	3098	959	7721	726	2683	5469	7139	643
miR-1468-5p	31	NA	181	76	3	72	49	1	60	46	53	148	123	45	60
miR-146a-3p	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA
miR-146a-5p	1056	345	2239	1164	1160	1207	982	490	928	1580	793	2292	2260	1758	722
miR-146b-3p	157	11	889	250	64	269	246	16	220	218	181	454	430	177	220
miR-146b-5p	18343	2155	92668	21374	7411	23095	37366	3290	12455	29542	10158	32435	45826	30206	28237
miR-147b	6	4	6	6	15	9	NA	6	5	12	3	7	8	21	NA
miR-148a-3p	82060	10999	517351	95378	54041	99037	139179	16742	4058	118041	3621	11279	155853	126030	132348
miR-148a-5p	492	70	3583	638	292	642	1003	116	28	756	40	136	1076	823	825
miR-148b-3p	4994	2028	4553	5134	9920	5431	1212	3181	2994	7799	2567	8388	8634	8180	1180
miR-148b-5p	113	36	94	123	186	138	30	63	94	151	65	239	216	166	30
miR-149-3p	NA	NA	NA	2	4	1	NA	1	1	1	NA	1	2	2	NA
miR-149-5p	3931	825	60	6217	4981	6321	10	1053	4394	5189	3596	13082	9505	6290	15
miR-150-3p	1	1	NA	NA	NA	1	1	1	2	2	NA	2	1	4	1
miR-150-5p	272	62	487	399	375	394	136	111	309	407	234	761	687	457	106
miR-151a-3p	15048	3709	15854	22704	20154	23714	4331	5642	20126	20959	16960	54279	36880	23183	3679
miR-151a-5p	5836	1146	6790	11905	6944	10472	1488	1909	11537	8237	10532	34176	17684	10141	1473
miR-151b	5926	1153	6814	12118	7013	10659	1490	1925	11847	8332	10879	34875	17971	10263	1479
miR-152-3p	1603	649	1758	1267	3251	1306	493	1029	360	2229	308	971	2135	2422	472
miR-152-5p	19	11	26	21	51	24	16	20	4	38	7	12	36	47	6
miR-153-3p	566	NA	17	1319	21	1398	4	4	1956	837	1767	5810	2478	911	4
miR-153-5p	1	NA	NA	4	1	14	NA	NA	18	4	16	50	25	13	NA
miR-1537-3p	1	NA	1	NA	NA	1	NA	NA	NA	1	NA	1	1	2	NA
miR-1537-5p	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	1	NA
miR-1538	NA	NA	1	1	1	NA	1	NA	NA	1	2	6	1	1	NA
miR-154-3p	17	8	1	20	65	25	1	28	15	37	10	35	31	35	NA
miR-154-5p	145	44	21	174	334	158	2	90	73	229	67	209	255	281	3
miR-155-3p	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-155-5p	258	119	309	250	467	281	77	166	153	427	123	365	466	441	81
miR-15a-3p	2	1	2	NA	2	2	NA	1	NA	2	NA	2	5	4	NA
miR-15a-5p	1469	398	1412	2237	2129	2109	384	595	1776	2018	1668	5233	3491	2502	329
miR-15b-3p	85	16	63	77	152	95	17	36	21	120	21	85	125	164	13
miR-15b-5p	518	213	411	483	1070	475	99	321	288	743	238	800	810	859	120
miR-16-1-3p	1	1	NA	2	3	NA	NA	NA	2	NA	1	1	1	3	NA
miR-16-2-3p	110	33	66	102	217	84	14	46	21	116	31	73	115	121	11
miR-16-5p	25409	8299	22739	28918	43265	30821	6016	13358	22404	38557	18834	63483	53611	42082	5897
miR-17-3p	47	22	157	81	74	75	39	22	29	80	32	99	121	97	45
miR-17-5p	652	206	1345	711	1033	731	399	327	372	1021	320	978	1230	1125	388
miR-181a-2-3p	1479	456	525	2044	2524	1961	128	766	1458	2038	1480	4416	3228	2574	98
miR-181a-3p	1527	390	243	2472	2268	2249	49	719	2213	2294	2017	6163	3596	2521	49
miR-181a-5p	334354	75628	38145	630212	359859	600310	12374	131323	768113	505969	658860	1879579	1028669	544222	10406
miR-181b-2-3p	3	2	3	5	9	9	2	3	4	5	1	16	14	8	NA
miR-181b-3p	15	NA	4	39	9	23	NA	5	20	15	17	73	21	11	NA
miR-181b-5p	12872	1464	1431	28731	6826	29063	452	2366	40122	18340	35732	101222	49838	20260	380
miR-181c-3p	538	37	99	1544	226	1277	25	84	1737	806	1573	4662	2098	933	15
miR-181c-5p	7543	845	1005	17807	4206	17359	383	1439	24874	11159	23110	69666	29035	12794	266
miR-181d-3p	NA	NA	NA	1	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA
miR-181d-5p	818	75	64	1892	285	2015	24	94	2759	1274	2394	6697	3302	1346	29
miR-182-3p	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
miR-182-5p	7051	3428	1120	5372	17249	5681	335	5559	860	11326	737	2484	9442	12196	295
miR-1827	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA	NA
miR-183-3p	5	2	NA	2	10	6	1	3	NA	7	NA	1	10	5	NA
miR-183-5p	349	215	46	237	894	288	14	294	45	594	31	118	513	670	12
miR-184	379	218	1	347	954	339	NA	330	149	618	140	472	623	674	NA
miR-185-3p	18	2	6	29	12	22	3	6	27	19	29	73	41	16	2
miR-185-5p	126	46	111	173	215	166	38	73	159	203	151	438	281	211	20
miR-186-3p	2	NA	NA	NA	NA	1	NA	NA	NA	2	NA	3	NA	1	NA
miR-186-5p	11029	3819	13214	11752	15696	13896	4277	5353	11109	18071	8666	29739	23799	17141	3503
miR-187-3p	11	NA	8	50	6	43	4	1	42	19	38	95	68	26	4
miR-187-5p	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-188-3p	9	4	1	4	17	4	NA	5	3	14	3	6	3	10	NA
miR-188-5p	9	12	17	27	50	32	4	10	12	25	9	29	39	55	3
miR-18a-3p	10	2	11	13	23	14	4	6	6	20	1	30	25	30	2
miR-18a-5p	93	53	57	83	249	65	17	67	22	172	20	64	121	206	19
miR-18b-3p	NA	NA	NA	2	NA	1	NA	NA	1	3	NA	1	3	NA	NA
miR-18b-5p	2	NA	NA	4	11	2	1	4	1	6	2	8	4	6	1
miR-1908-3p	NA	NA	NA	4	NA	1	NA	NA	3	NA	1	7	6	2	NA
miR-1908-5p	1	NA	NA	13	NA	9	1	NA	17	4	13	72	30	12	1
miR-1909-3p	NA	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	1	1	NA
miR-1909-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	2	1
miR-190a-3p	7	NA	5	10	5	12	NA	1	12	12	10	42	14	7	1
miR-190a-5p	146	34	63	322	131	328	23	46	614	280	510	1778	559	219	11
miR-190b	17	13	6	8	38	13	2	14	5	25	7	19	25	33	5
miR-191-3p	10	2	12	20	7	17	2	2	13	10	12	58	35	14	4
miR-191-5p	29602	9534	34510	36313	45459	39339	9445	14362	33764	51854	27593	95620	71214	51259	8641
miR-1910-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	2	NA	NA
miR-1910-5p	2	NA	NA	4	7	3	NA	3	2	4	1	6	12	7	NA
miR-1911-3p	NA	NA	NA	NA	NA	2	NA	NA	NA	2	1	5	NA	NA	NA
miR-1911-5p	13	1	NA	39	NA	33	NA	NA	48	18	42	117	54	18	NA
miR-1912	2	NA	NA	7	NA	4	NA	NA	6	2	4	20	10	2	NA
miR-1913	NA	NA	NA	1	NA	NA	NA	NA	2	NA	NA	3	3	1	NA
miR-1914-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
miR-1914-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3	NA
miR-1915-5p	NA	NA	1	NA	1	NA	NA	NA	1	NA	NA	NA	NA	2	NA
miR-192-3p	20	NA	247	32	3	31	68	3	5	55	2	13	70	46	62
miR-192-5p	72850	2313	649948	111806	12529	105572	175373	3681	13267	107983	11815	37843	176188	124777	147962
miR-193a-3p	37	17	121	34	89	47	22	18	5	63	5	26	67	100	34
miR-193a-5p	142	12	699	295	64	323	189	31	304	213	242	884	472	232	126
miR-193b-3p	2740	1246	1968	2136	7200	2195	431	1836	344	4336	323	984	3476	5266	433
miR-193b-5p	30	16	38	27	80	37	10	25	17	70	11	32	63	70	11
miR-194-3p	36	NA	152	33	NA	42	49	1	5	36	5	20	67	34	35
miR-194-5p	2323	60	21244	3309	303	3421	5661	100	350	3210	331	1072	5693	3561	5244
miR-195-3p	47	18	92	85	83	90	38	19	98	71	78	202	144	97	25
miR-195-5p	2193	363	2001	3500	1615	3659	490	540	3265	3696	2653	9126	6264	3955	503
miR-196a-3p	1	2	NA	2	3	1	NA	2	NA	5	NA	NA	3	2	NA
miR-196a-5p	44	26	2	24	139	40	NA	50	1	79	NA	2	45	76	NA
miR-196b-3p	NA	3	NA	4	6	NA	NA	NA	NA	1	NA	2	5	2	NA
miR-196b-5p	601	362	3	307	1611	355	2	511	2	931	NA	1	562	879	3
miR-197-3p	1856	231	634	3652	1293	3399	166	393	3051	2585	2524	7930	5664	2957	147
miR-197-5p	2	NA	NA	4	3	1	NA	NA	NA	1	NA	3	NA	1	NA
miR-1976	6	NA	6	18	4	13	1	NA	12	5	14	50	21	7	1
miR-199a-3p	11387	4420	14001	10341	25339	9396	3804	7073	404	15481	365	1214	15333	18842	3245
miR-199a-5p	2641	1215	2424	1812	6284	1949	638	1903	67	3878	65	199	3144	4461	535
miR-199b-5p	1198	503	151	712	2772	826	69	806	24	1724	21	88	1288	1861	39
miR-19a-3p	385	271	448	286	723	337	152	242	124	646	89	342	480	576	138
miR-19a-5p	1	1	2	2	5	1	1	1	NA	NA	NA	1	NA	2	NA
miR-19b-1-5p	NA	1	2	4	1	2	2	NA	1	2	NA	3	6	3	NA
miR-19b-3p	3274	2142	3883	2329	7117	2987	1202	2474	907	6110	747	2719	4456	5614	991
miR-200a-3p	135	61	521	120	55	89	159	90	10	115	10	48	179	176	131
miR-200a-5p	2	NA	30	7	NA	4	7	2	1	3	NA	2	12	8	3
miR-200b-3p	146	4	1506	201	26	188	409	7	26	179	21	81	315	233	435
