Mature_Name	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15
miR-10a-5p	NA	29.66967773	NA	NA	NA	29.82463455	27.89365959	NA	NA	29.57127953	31.82013321	NA	29.89476395	NA	28.27013588
miR-125a-5p	25.60917854	26.15374184	29.42212296	25.26576424	25.8771534	25.22909355	29.29696846	25.66185951	24.33623886	25.75476837	24.32689285	24.00934219	25.15299225	NA	NA
miR-128-3p	28.49678612	NA	NA	27.50140572	NA	27.33959007	NA	NA	26.36283302	28.73050499	26.32782173	26.28126717	27.67566299	NA	NA
miR-129-5p	NA	30.0942955	31.05194092	30.30407143	29.92701912	NA	30.7329483	NA	30.90480042	30.47631264	NA	30.7043972	30.00728798	29.73575974	NA
miR-129-2-3p	26.85349274	27.85167313	32.16228867	26.32042313	28.11822891	26.2148571	32.14171982	27.59576225	25.48072433	26.78921318	25.60904121	25.49236298	26.21115685	26.92086983	32.73359299
miR-132-3p	26.10662842	29.12303352	NA	25.22796249	29.19378853	25.15389252	30.36429024	28.89237213	24.14092636	26.23476219	24.2034626	24.08136368	25.22846603	26.15775299	NA
miR-137	NA	NA	36.08771896	30.35150909	NA	30.12679291	NA	NA	29.41686058	NA	29.07221985	29.21261215	30.45339394	31.14591217	NA
miR-150-5p	27.65457535	27.93599701	27.6197052	27.23117256	27.85199356	27.3722229	27.4627285	27.86924362	27.11905861	27.70708656	NA	27.19044876	27.56375885	27.64082909	27.72454643
miR-152-3p	28.22719955	27.56110954	28.66151237	28.84905815	27.75664139	28.27955055	28.50639915	27.36772537	29.88685608	28.20238876	29.58491516	NA	28.74516296	28.94630051	29.00955582
miR-183-5p	34.3717804	32.2230835	33.96391296	34.01284027	33.14886475	34.0176239	36.06785202	NA	33.22984314	NA	31.43253899	34.70149994	31.83283424	NA	31.85598946
miR-187-3p	NA	36.13290024	34.69513321	31.77586555	34.23152542	31.21368408	36.98913193	33.77906799	NA	32.13177872	NA	31.47197342	NA	NA	34.43489075
miR-191-5p	22.51220894	22.18746567	23.18963432	22.6325779	22.23908424	22.49125862	23.19408607	22.1890316	22.66113663	22.59752846	22.65403557	22.80188179	22.57603073	22.5836544	23.40724373
miR-192-5p	25.53746796	28.64907837	23.1528492	25.52875519	28.6040535	25.61238861	23.03418541	28.83593559	28.30652618	25.85395813	28.33141327	28.47983742	25.89025879	25.83063316	23.53269958
miR-195-5p	26.00407219	26.84960747	26.82769775	25.51019287	26.85393715	25.51156235	26.89547348	26.76730347	25.07752991	26.11119461	25.04768562	24.94166565	25.76849747	26.14331055	27.06687546
miR-204-5p	26.9810524	30.39816284	NA	25.9949894	30.38479233	25.81699944	30.99244881	30.31842041	24.9211483	26.97515869	25.04092216	24.89270973	25.9070034	27.14391136	30.92062759
miR-218-5p	26.71855354	27.96292114	NA	25.9586792	27.90447235	25.89120293	31.58064461	27.98278046	25.18163109	26.81134415	25.10420036	25.03769112	26.05788803	26.82647514	31.62936592
miR-23a-3p	29.42455864	28.39883232	30.75193596	29.38648796	28.03645706	29.51795197	30.99424362	28.49049759	32.58478546	NA	NA	NA	NA	29.67344856	NA
miR-26b-5p	24.46661377	24.02710342	25.12749481	24.67502594	23.93956757	24.76892471	24.95967102	23.96913719	25.21915817	24.52800369	25.31318855	25.24637604	24.91444969	24.54247284	25.16526985
miR-323a-3p	28.73180389	30.10100746	32.62982559	27.75505638	29.89564323	27.68717003	NA	29.94494438	26.7474308	28.67676544	26.71810341	26.73432159	27.85284996	NA	NA
miR-335-5p	26.33984184	25.36913872	29.42548752	26.86767769	25.30687523	26.905653	29.45974541	25.35259819	28.35786247	26.37329674	28.60191536	28.82564354	27.09334946	NA	29.53202248
miR-340-5p	29.50764847	30.88085556	29.95663071	28.7224102	31.77125931	28.48616982	29.99349403	31.47364426	27.67697334	29.42912483	27.99088478	28.05828667	28.58668327	29.45522499	30.32508087
miR-342-3p	25.41518021	27.39406013	26.70167542	24.65829277	27.07135963	24.64248657	26.3629837	27.15571785	23.84175873	25.94000435	23.90287781	23.88831139	24.79904938	25.84735298	26.57890701
miR-361-5p	31.35179138	NA	NA	30.22565269	NA	30.68869019	32.52866745	NA	30.3618679	30.99032402	NA	30.63168335	30.80905724	31.23048401	31.83997726
miR-365a-3p	27.79706192	28.31460571	27.2713623	27.74696922	28.27843285	27.896101	27.33917809	28.27394295	27.97002983	28.42258072	28.50454521	28.2305088	28.07928658	28.30246353	27.21130371
miR-369-5p	NA	NA	37.43840408	NA	NA	NA	NA	30.75611115	32.14389038	NA	NA	32.80700684	NA	NA	38.98136139
miR-375	31.80174637	NA	28.83626938	NA	NA	NA	28.72662163	NA	NA	NA	NA	31.88182831	30.80058479	30.94591141	28.9730072
miR-382-5p	28.46967888	NA	33.97025299	28.07756424	28.02828979	28.3411808	NA	28.04376984	28.07966614	28.51940918	28.34354591	28.21474075	28.60619164	28.57475662	NA
miR-451a	25.96097374	25.08348846	31.07096672	26.92626572	24.87485504	26.77230835	NA	24.99142075	28.73702049	26.0999279	29.00078583	28.5303688	26.90758896	NA	31.58967781
