Mature_Name	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15
miR-10b-5p	33157	285236	10048	11945	224865	25824	19080	627278	4144	113893	10437	13663	99453	105783	2548
miR-1178-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3	NA	NA
miR-1179	5	2	1	5	1	21	2	10	44	20	76	79	117	28	NA
miR-1180-3p	148	80	65	260	120	377	75	427	1172	442	1801	2020	2303	565	8
miR-1180-5p	NA	NA	1	2	NA	NA	2	NA	2	1	2	3	1	NA	NA
miR-1185-1-3p	29	186	7	18	220	28	14	831	13	93	33	45	167	132	NA
miR-1185-2-3p	8	41	2	3	51	8	1	178	2	20	7	5	42	32	NA
miR-1185-5p	53	157	11	53	186	88	12	782	279	185	406	522	618	259	3
miR-1193	NA	1	NA	NA	NA	NA	NA	2	NA	1	1	1	1	NA	NA
miR-1197	37	173	1	29	185	46	2	774	61	130	115	150	304	142	NA
miR-122-3p	159	1	3126	131	NA	239	4919	NA	NA	505	1	1	1343	548	824
miR-122-5p	20659	59	618824	28958	87	47832	951169	17	84	68183	159	146	222684	86536	173625
miR-1224-3p	7	NA	NA	9	NA	21	NA	NA	58	23	55	92	145	34	NA
miR-1224-5p	52	NA	NA	72	1	95	1	3	187	163	406	446	708	192	NA
miR-1225-3p	NA	NA	NA	NA	1	4	NA	1	8	13	22	19	19	7	NA
miR-1225-5p	1	1	NA	1	NA	5	1	1	5	2	20	13	13	3	NA
miR-1226-3p	12	8	3	6	12	16	6	86	36	16	68	78	104	37	1
miR-1226-5p	NA	2	NA	NA	1	1	NA	6	1	1	3	3	1	1	NA
miR-1227-3p	5	5	NA	3	11	3	4	21	10	6	21	23	52	10	1
miR-1228-3p	3	5	3	2	8	5	6	23	3	3	8	9	20	3	NA
miR-1228-5p	1	3	1	NA	NA	1	NA	NA	NA	NA	1	1	1	NA	NA
miR-1229-3p	9	12	3	7	14	18	3	30	51	23	77	114	86	24	NA
miR-1229-5p	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
miR-1231	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	3	NA	5	1	NA
miR-1233-3p	NA	NA	NA	3	4	3	5	6	3	6	8	2	10	2	NA
miR-1234-3p	1	2	3	1	1	1	NA	7	5	4	9	7	7	5	NA
miR-1236-3p	1	NA	NA	1	1	NA	NA	1	NA	NA	2	3	2	NA	NA
miR-1236-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
miR-1237-3p	1	2	4	3	5	7	1	15	15	9	25	29	25	11	1
miR-1237-5p	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA
miR-1238-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	1	NA
miR-1238-5p	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
miR-124-3p	7206	29	15	11595	34	15382	NA	10	31778	20513	47174	60988	98802	30262	NA
miR-124-5p	35	NA	NA	39	NA	59	NA	NA	103	82	194	233	348	115	NA
miR-1243	3	1	NA	1	1	5	NA	7	12	4	13	23	22	5	NA
miR-1244	NA	NA	4	NA	NA	NA	NA	NA	2	1	NA	1	NA	1	NA
miR-1245a	NA	2	1	NA	4	NA	NA	8	NA	2	NA	NA	1	3	NA
miR-1245b-3p	2	3	NA	NA	1	NA	1	7	1	1	NA	NA	1	NA	NA
miR-1245b-5p	NA	NA	NA	NA	2	NA	NA	6	NA	NA	NA	NA	1	2	NA
miR-1246	271	1389	353	231	1140	419	644	2924	544	834	1233	1736	1635	882	64
miR-1247-3p	52	247	12	18	288	21	10	1382	3	117	2	1	166	209	3
miR-1247-5p	458	2391	209	205	2794	400	343	10256	92	1353	115	156	2037	1774	68
miR-1248	3	17	12	3	13	5	16	33	5	13	10	19	26	12	2
miR-1249-3p	124	45	27	221	51	341	36	203	542	430	1077	1223	1946	623	11
miR-1249-5p	NA	NA	NA	NA	NA	1	NA	NA	1	NA	3	3	3	NA	NA
miR-1250-5p	5	NA	NA	5	NA	4	NA	NA	18	6	32	29	41	17	NA
miR-1251-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA
miR-1251-5p	10	1	1	5	1	15	NA	12	32	21	72	69	122	46	NA
miR-1252-3p	NA	2	NA	NA	NA	1	1	1	1	1	2	4	1	NA	NA
miR-1252-5p	4	1	NA	3	1	10	NA	10	17	9	27	41	39	14	1
miR-1253	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-1254	NA	10	2	1	9	1	3	27	1	2	4	5	14	10	NA
miR-1255a	1	17	NA	NA	16	4	10	52	2	12	9	12	25	10	2
miR-1255b-5p	2	15	2	1	8	NA	3	38	NA	NA	NA	4	3	3	1
miR-1256	NA	3	NA	NA	NA	NA	NA	4	NA	1	1	2	7	5	NA
miR-1257	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
miR-1258	1	2	4	8	3	8	7	4	9	1	7	18	19	10	1
miR-125a-3p	72	386	16	53	476	59	32	1586	85	198	139	204	371	283	4
miR-125a-5p	26713	97678	11938	24979	94045	46703	16621	322735	80851	84343	161634	192387	205715	91422	2976
miR-125b-1-3p	139	375	62	171	472	265	104	1647	373	489	696	860	1466	613	20
miR-125b-2-3p	1565	758	3257	2301	857	3662	5612	3258	7401	4940	12923	17065	19506	5904	851
miR-125b-5p	7626	14545	8858	9872	14791	18632	11873	49336	36727	25697	73287	87194	76790	28296	2152
miR-126-3p	22827	142169	20228	10263	160453	17801	28296	539312	5227	68643	10179	11982	88446	84115	5274
miR-126-5p	19238	76671	33475	11350	94287	16742	51609	394373	11244	49172	18104	23241	106583	72995	8711
miR-1260a	179	399	1357	147	609	140	1967	3728	76	365	156	191	1519	746	292
miR-1260b	176	411	1368	150	624	130	1980	3860	58	357	110	143	1462	775	277
miR-1261	NA	1	7	NA	NA	1	4	6	NA	NA	NA	1	9	NA	NA
miR-1262	3	25	NA	3	29	4	5	86	NA	17	1	3	20	13	NA
miR-1264	NA	NA	NA	7	NA	6	NA	NA	15	11	9	18	27	6	NA
miR-1265	NA	NA	1	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA
miR-1266-5p	1	2	3	1	NA	5	3	4	5	6	11	17	16	6	NA
miR-1267	NA	NA	NA	NA	NA	NA	NA	NA	4	1	4	6	2	NA	NA
miR-1268b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
miR-1269a	42	197	66	17	223	30	113	848	1	113	4	5	155	167	12
miR-1269b	143	782	NA	58	795	94	NA	3550	6	440	5	2	661	623	NA
miR-127-3p	21201	54741	4692	23303	63295	35464	6681	256450	65067	57107	112837	131270	204400	81829	1167
miR-127-5p	268	1351	33	200	1410	351	64	5914	476	895	754	836	1758	1138	4
miR-1270	10	15	2	5	13	10	3	45	12	13	31	30	42	15	NA
miR-1271-3p	NA	NA	NA	NA	1	NA	1	1	NA	1	NA	3	6	NA	NA
miR-1271-5p	9	12	23	23	12	24	13	62	52	29	57	76	123	52	2
miR-1273c	NA	NA	1	NA	1	1	NA	10	NA	NA	NA	1	3	NA	NA
miR-1273d	NA	2	1	NA	1	NA	NA	2	NA	1	NA	NA	NA	2	1
miR-1273g-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-1273h-3p	9	1	4	11	4	13	6	23	27	21	69	77	91	26	2
miR-1275	62	262	140	38	228	37	193	2713	17	131	25	25	334	310	33
miR-1276	1	1	8	1	NA	1	19	9	9	7	13	13	9	6	3
miR-1277-3p	1	2	1	1	2	NA	2	10	1	2	2	3	1	1	NA
miR-1277-5p	25	70	19	7	74	21	26	285	27	42	40	61	99	61	5
miR-1278	1	7	3	NA	4	1	5	52	3	6	3	NA	17	10	NA
miR-128-1-5p	50	11	20	93	6	179	41	45	398	166	727	778	946	246	5
miR-128-2-5p	10	NA	3	27	NA	32	NA	NA	99	37	179	219	170	37	NA
miR-128-3p	9608	916	1461	19517	1050	28613	2209	4041	63975	27953	113593	129792	156783	37518	302
miR-1283	3628	22104	NA	1532	20880	3071	NA	76102	5	12479	17	30	14266	13294	NA
miR-1284	1	6	NA	NA	5	NA	NA	12	2	5	4	NA	4	3	NA
miR-1286	7	NA	2	14	1	17	14	9	65	25	65	86	135	46	1
miR-1287-3p	1	3	NA	NA	NA	NA	NA	3	1	2	1	1	4	2	NA
miR-1287-5p	29	89	35	29	77	32	56	336	38	73	87	108	174	92	12
miR-1288-3p	NA	NA	NA	NA	NA	NA	NA	2	1	NA	1	NA	2	NA	NA
miR-1289	NA	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA
miR-129-1-3p	160	1	NA	193	3	410	2	NA	852	463	1945	2416	1627	451	NA
miR-129-2-3p	311	NA	1	414	2	897	2	NA	1766	1021	4147	4970	3591	1045	NA
miR-129-5p	573	3	3	863	1	1505	2	8	3174	1644	5636	6729	7811	2115	1
miR-1291	3	9	14	1	15	10	14	29	9	16	14	19	42	15	5
miR-1292-3p	NA	1	NA	NA	NA	1	NA	1	NA	1	1	1	2	1	NA
miR-1292-5p	2	4	1	1	NA	2	3	7	6	6	9	15	19	5	NA
miR-1293	NA	NA	NA	NA	2	NA	NA	4	NA	NA	1	NA	NA	NA	NA
miR-1294	7	7	2	1	10	NA	4	45	1	8	2	5	6	7	NA
miR-1295a	NA	3	3	NA	6	1	NA	25	2	5	2	3	1	NA	2
miR-1295b-3p	4	NA	25	1	NA	3	39	NA	NA	NA	NA	2	14	4	10
miR-1295b-5p	4	NA	74	5	NA	7	149	NA	NA	11	NA	NA	40	14	17
miR-1296-3p	2	NA	NA	2	NA	3	1	1	4	1	6	16	20	7	NA
miR-1296-5p	915	473	72	1195	448	1925	99	1906	3219	2429	5623	6328	10042	3076	16
miR-1297	21	79	17	11	54	22	14	224	8	28	27	14	51	50	6
miR-1298-3p	20	NA	NA	24	1	49	NA	2	104	52	164	189	264	63	NA
miR-1298-5p	39	2	NA	67	NA	115	1	16	256	127	424	539	540	136	NA
miR-1299	24	15	189	10	18	50	305	69	33	65	78	75	170	83	54
miR-1301-3p	58	133	26	99	100	149	26	405	316	204	639	859	810	260	7
miR-1301-5p	NA	NA	NA	NA	1	NA	NA	NA	NA	2	1	NA	1	NA	NA
miR-1302	3	2	NA	NA	2	NA	1	12	4	4	8	4	13	4	1
miR-1303	NA	2	NA	1	3	NA	NA	2	3	3	3	5	9	1	NA
miR-1304-3p	11	78	52	10	81	10	76	283	22	59	48	44	109	81	9
miR-1304-5p	NA	3	1	NA	3	1	4	10	1	1	3	3	9	4	NA
miR-1305	7	26	NA	NA	31	2	NA	152	NA	9	NA	1	18	29	NA
miR-1306-3p	7	1	2	2	6	4	3	24	11	5	21	29	49	22	NA
miR-1306-5p	22	44	6	22	70	26	13	232	53	57	65	79	191	89	2
miR-1307-3p	241	576	379	219	728	339	654	3223	484	623	895	938	1954	890	100
miR-1307-5p	1395	2945	3966	1625	3546	2092	6129	18215	3516	3886	5023	5991	13255	5904	937
miR-130a-3p	2913	14032	3224	1544	15112	2766	4864	57813	1881	8364	3260	3983	14662	10689	810
miR-130a-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-130b-3p	643	2463	2056	365	2568	636	3356	10390	260	1721	551	594	3151	2255	541
miR-130b-5p	95	305	396	68	380	125	754	1270	134	292	250	282	720	360	122
miR-132-3p	524	341	232	991	361	1633	391	1514	3917	1687	7097	7758	8462	2239	58
miR-132-5p	72	48	13	144	59	188	30	235	416	188	650	802	1108	277	6
miR-1322	NA	NA	NA	1	1	1	NA	NA	4	NA	8	3	6	1	NA
miR-1323	9686	88587	1	3659	66794	8178	NA	178957	NA	31788	4	27	28650	29484	1
miR-133a-3p	347	1161	126	265	1412	453	823	5137	665	946	1052	1247	2325	1226	37
miR-133a-5p	NA	21	2	1	14	2	123	46	NA	4	4	6	9	6	NA
miR-133b	30	64	9	22	91	29	73	344	51	61	74	81	194	85	NA
miR-134-3p	9	9	NA	3	12	5	5	68	19	19	23	37	67	24	NA
miR-134-5p	254	835	99	296	961	461	123	3547	715	840	1288	1507	2498	1133	20
miR-1343-3p	9	4	NA	11	6	3	11	26	23	15	34	35	54	18	1
miR-1343-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	1	NA	NA	NA
miR-135a-3p	2	NA	NA	NA	NA	1	1	1	2	1	2	5	4	NA	NA
miR-135a-5p	68	109	9	90	112	226	10	345	309	282	761	970	826	269	NA
miR-135b-3p	9	42	NA	9	28	18	NA	128	30	34	63	87	91	38	NA
miR-135b-5p	271	1243	9	190	1244	368	14	4083	587	808	1134	1364	1766	850	5
miR-136-3p	9587	46890	1794	5644	56297	8510	2908	249285	6842	27522	10508	12884	49565	36843	455
miR-136-5p	2667	11933	314	1500	15325	2234	538	66397	1554	7391	2224	2814	15379	9986	92
miR-137	103	37	NA	129	29	193	1	103	360	254	610	770	1096	330	NA
miR-138-1-3p	14	11	NA	29	20	40	3	88	99	58	145	187	233	78	NA
miR-138-2-3p	2	NA	NA	8	NA	15	NA	NA	24	19	57	70	97	20	NA
miR-138-5p	1439	617	34	2256	724	3966	81	2212	7059	4727	13291	15575	20117	5859	6
miR-139-3p	8	6	10	19	5	39	29	33	98	36	205	187	132	34	6
miR-139-5p	766	661	947	990	702	1604	1396	2877	2947	2059	5723	5890	8890	2820	208
miR-140-3p	4152	13992	3843	3799	14377	6243	7942	56176	9479	12261	16883	19489	33339	15880	925
miR-140-5p	148	596	181	122	612	237	344	1544	374	408	836	1091	1028	427	66
miR-141-3p	14227	84970	428	5921	98816	9120	622	383871	29	40405	27	67	51018	54235	110
miR-141-5p	256	1591	8	136	1966	186	5	6663	NA	738	2	3	937	964	1
miR-142-3p	402	2378	877	167	2306	389	1299	6538	132	1184	310	369	1562	1302	226
miR-142-5p	2911	11429	5650	1829	14199	2351	9425	60546	977	7658	1402	2001	15392	10890	1507
miR-143-3p	566758	2679973	384213	285267	2991158	401619	627931	12847516	148936	1714034	257185	266536	2442121	2436410	92124
miR-143-5p	97	848	72	62	932	88	98	3651	47	502	97	77	468	646	14
miR-144-3p	1307	5637	102	622	6379	704	215	43479	211	2898	349	423	5713	5326	31
miR-144-5p	2257	12829	181	1183	13415	1996	315	52285	440	7522	839	889	9236	8650	53
miR-145-3p	441	1866	580	224	2280	331	868	8873	169	1051	282	380	1989	1441	168
miR-145-5p	5019	38003	3407	1835	33171	4047	5477	86585	2189	14847	5068	6904	16542	14057	904
miR-1468-5p	19	14	257	37	20	47	482	62	85	57	141	210	253	85	88
miR-146a-3p	NA	4	1	NA	3	1	2	9	NA	3	NA	NA	3	NA	NA
miR-146a-5p	660	1695	2243	416	1769	748	3885	6178	770	1740	1478	1737	3539	1911	576
miR-146b-3p	113	119	1204	117	96	234	2001	382	313	343	543	674	998	428	314
miR-146b-5p	8999	9381	67505	6542	9023	12463	128080	30602	8871	24136	16600	18751	50193	26449	19774
miR-147a	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA
miR-147b	6	13	NA	5	29	9	7	133	4	10	7	10	18	27	2
miR-148a-3p	52463	93166	594940	37543	97150	66834	831468	343054	4327	171577	9279	10637	334759	191846	143303
miR-148a-5p	396	631	4857	320	645	479	8238	2783	64	1373	80	105	2980	1689	1159
miR-148b-3p	3263	15635	5412	2146	16633	3899	7467	56516	3097	10003	6556	7490	17769	11516	1358
miR-148b-5p	136	717	208	114	777	197	335	2483	214	525	370	487	866	560	57
miR-149-3p	1	6	NA	NA	9	1	NA	28	1	2	1	5	7	2	NA
miR-149-5p	5237	14097	111	4427	17090	7921	192	68006	10070	13607	17232	19870	41869	19015	35
miR-150-3p	NA	9	3	1	8	NA	3	38	1	6	3	2	7	5	2
miR-150-5p	413	1144	1489	362	1443	718	2707	4977	1007	1391	1785	2157	3763	1732	505
miR-151a-3p	9428	31226	18132	8838	33355	14801	28034	123740	20845	31820	42473	47789	83378	40159	4442
miR-151a-5p	5893	13484	11220	7096	17127	9966	15615	77842	17177	16429	29164	34253	62134	25140	2522
miR-151b	5954	13671	11249	7280	17223	10149	15678	78475	17497	16724	29682	34866	63071	25633	2533
miR-152-3p	1390	6939	2735	696	7715	1309	4071	25934	488	4094	1107	1268	6124	4677	745
miR-152-5p	21	139	45	14	144	21	78	494	13	69	14	19	105	95	10
miR-153-3p	429	26	34	709	37	1100	39	133	2462	1249	4103	5786	6181	1571	7
miR-153-5p	4	NA	1	10	NA	9	NA	NA	29	9	104	131	62	18	NA
miR-1537-3p	NA	1	1	NA	2	NA	NA	2	1	NA	NA	NA	1	1	NA
miR-1537-5p	NA	NA	1	NA	1	NA	1	3	NA	1	NA	NA	1	1	NA
miR-1538	NA	2	1	1	2	1	NA	7	2	1	9	15	7	4	NA
miR-154-3p	13	116	1	7	133	20	3	529	17	43	36	47	112	73	NA
miR-154-5p	119	800	28	106	824	158	44	3357	100	406	169	225	774	559	7
miR-155-3p	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
miR-155-5p	205	1068	391	124	1033	196	632	3510	200	640	410	432	1145	767	99
miR-1587	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
miR-15a-3p	NA	6	1	NA	6	1	NA	24	1	4	2	1	8	4	1
miR-15a-5p	1600	5174	2560	1552	5660	2345	3903	25057	2965	4553	5053	5680	12669	6422	659
miR-15b-3p	59	306	59	22	325	43	89	1416	19	153	56	46	353	242	19
miR-15b-5p	403	2271	522	228	2128	444	793	8006	342	1227	718	896	2166	1440	147
miR-16-1-3p	2	5	3	NA	1	NA	4	7	NA	4	1	NA	2	2	NA
miR-16-2-3p	89	427	102	71	621	105	160	2174	40	257	73	101	517	377	30
miR-16-5p	24968	105112	35401	17284	106834	32639	50875	370291	31781	70994	58342	70255	148505	84867	8900
miR-17-3p	74	196	294	45	295	94	473	1005	58	188	96	110	453	247	70
miR-17-5p	532	2223	1830	361	2239	631	2819	8150	468	1470	852	990	3046	1830	437
miR-181a-2-3p	1152	4420	650	929	5146	1375	1109	20648	2020	3388	3408	4234	7956	4635	195
miR-181a-3p	1362	4465	289	1144	5103	1898	509	18603	3034	3796	5058	6321	10924	4819	103
miR-181a-5p	314302	946894	62678	350350	960435	580066	109810	3629012	1090283	1038672	1957748	2404826	2891851	1198250	17048
miR-181b-2-3p	4	14	3	1	20	3	8	67	4	11	13	12	15	18	NA
miR-181b-3p	5	11	1	10	18	18	13	89	37	20	44	67	113	47	1
miR-181b-5p	11668	17382	2561	16589	18089	28110	4958	64882	61226	38222	114054	132645	141267	44388	773
miR-181c-3p	523	505	124	721	586	1123	226	2491	2320	1481	3773	4733	6459	1874	23
miR-181c-5p	7184	9795	1596	10311	10181	16329	2831	40813	37482	22451	62747	77774	85992	27289	462
miR-181d-3p	NA	NA	NA	NA	NA	NA	NA	1	2	NA	1	3	5	NA	NA
miR-181d-5p	541	527	87	746	511	1475	173	1827	2933	1853	5812	6779	7117	2264	24
miR-182-3p	NA	2	NA	NA	NA	NA	NA	7	NA	NA	NA	2	1	NA	NA
miR-182-5p	4900	30202	1364	2110	31085	3766	2354	108578	1053	15827	2244	2562	19246	17921	336
miR-1827	NA	2	NA	NA	NA	NA	2	2	1	NA	NA	NA	NA	NA	NA
miR-183-3p	9	31	1	1	33	3	3	117	1	15	1	2	18	21	2
miR-183-5p	208	1129	39	70	1316	127	44	3978	35	486	65	103	646	679	7
miR-184	288	1618	4	177	1462	275	NA	5876	184	827	352	385	1283	927	NA
miR-185-3p	7	34	12	14	32	31	22	151	39	28	65	65	128	56	5
miR-185-5p	124	542	199	128	796	201	287	2384	309	514	605	716	816	570	56
miR-186-3p	1	4	1	NA	4	1	1	12	3	1	6	14	5	2	NA
miR-186-5p	9518	41785	19079	6275	38705	13695	30244	98706	16623	27913	35088	47271	55432	27005	5643
miR-187-3p	28	15	21	24	11	45	22	51	75	41	139	178	231	58	3
miR-187-5p	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	3	NA	NA	NA
miR-188-3p	6	26	3	1	31	4	5	89	2	15	10	7	20	11	2
miR-188-5p	39	178	38	18	230	25	64	858	24	128	53	85	209	171	14
miR-18a-3p	9	46	17	11	48	12	27	193	20	37	32	37	93	51	6
miR-18a-5p	80	420	65	31	427	62	96	1741	30	205	54	86	306	259	26
miR-18b-3p	NA	3	NA	NA	4	NA	NA	16	1	2	1	6	4	2	NA
miR-18b-5p	4	13	3	NA	11	6	1	94	2	13	3	5	19	11	1
miR-1908-3p	NA	NA	1	2	2	3	1	1	4	NA	6	10	3	NA	NA
miR-1908-5p	1	2	2	14	2	15	6	19	46	20	67	67	85	30	1
miR-1909-3p	NA	NA	NA	NA	1	NA	NA	2	NA	NA	1	NA	4	NA	NA
miR-1909-5p	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	1	NA	3	NA
miR-190a-3p	5	12	2	5	13	6	3	37	23	20	41	46	50	18	NA
miR-190a-5p	130	280	74	141	273	343	110	983	850	399	1619	2077	1391	404	12
miR-190b	10	118	8	6	92	15	15	336	4	40	13	10	48	43	NA
miR-191-3p	10	27	24	12	37	26	43	140	28	28	69	78	122	55	2
miR-191-5p	20789	83674	38504	15429	89556	28475	57726	281452	35390	60341	66367	87377	131846	70368	9796
miR-1910-3p	1	3	NA	NA	3	2	NA	9	NA	2	NA	NA	4	4	NA
miR-1910-5p	4	18	NA	3	9	7	NA	65	2	14	10	11	26	17	NA
miR-1911-3p	NA	NA	NA	1	NA	NA	NA	NA	3	3	5	2	3	NA	NA
miR-1911-5p	5	1	NA	15	NA	37	NA	1	79	25	131	159	138	36	NA
miR-1912	5	1	NA	2	NA	2	NA	NA	5	7	18	14	15	5	NA
miR-1913	1	NA	NA	NA	NA	NA	NA	1	3	NA	2	3	4	1	NA
miR-1914-5p	NA	NA	2	NA	2	NA	NA	NA	NA	2	2	2	2	NA	NA
miR-1915-3p	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA
miR-1915-5p	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	1	1	NA
miR-192-3p	20	5	310	15	11	41	492	30	10	86	10	11	160	93	96
miR-192-5p	54776	20412	797914	51114	22041	78615	1292297	97381	14739	168648	24363	31089	454865	221937	194928
miR-193a-3p	84	276	512	63	337	78	891	1384	26	253	47	56	494	393	137
miR-193a-5p	134	125	985	163	160	230	1492	619	376	340	787	847	1357	482	263
miR-193b-3p	2848	16859	2833	1282	19261	2078	3960	69894	584	8347	980	1081	11004	10918	760
miR-193b-5p	34	214	65	21	206	46	122	642	17	131	52	62	166	129	16
miR-194-3p	15	8	253	19	5	33	394	17	10	82	11	12	179	82	61
miR-194-5p	2689	889	42910	2310	1067	3938	64744	3997	713	7371	1254	1438	20960	10553	10816
miR-195-3p	47	152	124	43	182	79	247	566	119	134	198	254	389	177	40
miR-195-5p	1824	3243	2733	1846	3192	3347	3874	12997	4054	5347	7071	8836	15227	6351	640
miR-196a-3p	2	11	NA	1	10	NA	NA	36	NA	6	NA	NA	2	1	NA
miR-196a-5p	25	384	1	20	350	26	5	1167	1	123	1	3	113	148	NA
miR-196b-3p	3	14	NA	NA	9	2	NA	49	NA	2	NA	NA	12	10	NA
miR-196b-5p	470	3959	7	198	3730	312	11	10750	NA	1542	3	5	1339	1602	2
miR-197-3p	1598	2286	841	1793	2675	2804	1515	10611	4484	4076	7271	8136	15957	5569	249
miR-197-5p	NA	1	NA	1	4	NA	1	12	1	3	4	5	9	2	NA
miR-1976	4	7	3	2	8	15	4	27	24	18	40	56	53	18	2
miR-199a-3p	10950	52822	23778	6006	63768	9005	37355	275130	629	33788	1074	1222	49594	45720	6096
miR-199a-5p	2147	13013	3283	987	14286	1720	5179	51591	77	6166	176	225	8542	7830	859
miR-199b-5p	1068	7149	256	425	7555	773	412	25491	38	3331	70	102	4028	3561	66
miR-19a-3p	273	2312	692	141	1678	364	988	3640	206	941	526	754	1146	785	170
